mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,11,33,(1;10;1),(0;0;7),55,170,170.0,30.0 + 55.0 + 30.0
2,1,target,33,33,(1;10;2),WS 1 (Port 1),85,220,220.0,30.0 + 65.0 + 30.0 + 10.0
3,0,return,33,33,WS 1 (Port 1),(0;0;6),224,294,294.0,30.0 + 10.0 + 30.0
4,2,target,157,157,(4;7;1),WS 1 (Port 2),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
5,1,return,157,157,WS 1 (Port 2),(0;0;5),210,324,324.0,30.0 + 54.0 + 30.0
6,2,target,158,158,(4;6;1),WS 1 (Port 1),240,370,370.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,158,158,WS 1 (Port 1),(0;0;4),378,448,448.0,30.0 + 10.0 + 30.0
8,1,target,159,159,(4;5;1),WS 1 (Port 1),369,494,494.0,30.0 + 55.0 + 30.0 + 10.0
9,0,return,159,159,WS 1 (Port 1),(0;0;3),502,572,572.0,30.0 + 10.0 + 30.0
10,2,target,160,160,(4;4;1),WS 1 (Port 2),410,530,530.0,30.0 + 50.0 + 30.0 + 10.0
11,1,return,160,160,WS 1 (Port 2),(0;0;2),538,608,608.0,30.0 + 10.0 + 30.0
12,2,target,161,161,(4;3;1),WS 1 (Port 1),565,680,680.0,30.0 + 45.0 + 30.0 + 10.0
13,0,return,161,161,WS 1 (Port 1),(0;0;1),688,758,758.0,30.0 + 10.0 + 30.0
14,1,target,162,162,(4;2;1),WS 1 (Port 1),638,748,748.0,30.0 + 40.0 + 30.0 + 10.0
15,1,return,162,162,WS 1 (Port 1),(0;0;0),756,826,826.0,30.0 + 10.0 + 30.0
16,2,target,163,163,(4;1;1),WS 1 (Port 1),705,810,810.0,30.0 + 35.0 + 30.0 + 10.0
17,0,return,163,163,WS 1 (Port 1),(0;1;7),816,891,891.0,30.0 + 15.0 + 30.0
