mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,393,134,(4;10;1),(0;0;5),70,200,200.0,30.0 + 70.0 + 30.0
2,1,reshuffle,327,134,(4;10;2),(0;0;4),100,230,230.0,30.0 + 70.0 + 30.0
3,2,reshuffle,236,134,(4;10;3),(0;0;3),130,260,260.0,30.0 + 70.0 + 30.0
4,0,reshuffle,181,134,(4;10;4),(0;0;2),270,400,400.0,30.0 + 70.0 + 30.0
5,1,target,134,134,(4;10;5),WS 1 (Port 1),300,450,450.0,30.0 + 80.0 + 30.0 + 10.0
6,0,return,134,134,WS 1 (Port 1),(0;0;1),462,532,532.0,30.0 + 10.0 + 30.0
7,1,reshuffle,395,103,(3;1;1),(0;0;0),470,562,562.0,30.0 + 32.0 + 30.0
8,2,reshuffle,329,103,(3;1;2),(0;1;5),500,575,575.0,30.0 + 15.0 + 30.0
9,0,reshuffle,238,103,(3;1;3),(0;1;4),552,627,627.0,30.0 + 15.0 + 30.0
10,1,reshuffle,183,103,(3;1;4),(0;1;3),582,657,657.0,30.0 + 15.0 + 30.0
11,2,reshuffle,136,103,(3;1;5),(0;1;2),612,687,687.0,30.0 + 15.0 + 30.0
12,0,target,103,103,(3;1;6),WS 1 (Port 1),642,742,742.0,30.0 + 30.0 + 30.0 + 10.0
13,0,return,103,103,WS 1 (Port 1),(0;1;1),770,845,845.0,30.0 + 15.0 + 30.0
