mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,16,126,(1;5;1),(0;0;7),30,120,120.0,30.0 + 30.0 + 30.0
2,1,reshuffle,38,126,(1;5;2),(0;0;6),60,150,150.0,30.0 + 30.0 + 30.0
3,2,reshuffle,60,126,(1;5;3),(0;0;5),90,180,180.0,30.0 + 30.0 + 30.0
4,0,reshuffle,82,126,(1;5;4),(0;0;4),150,240,240.0,30.0 + 30.0 + 30.0
5,1,reshuffle,104,126,(1;5;5),(0;0;3),180,270,270.0,30.0 + 30.0 + 30.0
6,2,target,126,126,(1;5;6),WS 1 (Port 1),210,320,320.0,30.0 + 40.0 + 30.0 + 10.0
7,0,return,126,126,WS 1 (Port 1),(0;0;2),332,402,402.0,30.0 + 10.0 + 30.0
8,1,target,145,145,(3;8;1),WS 1 (Port 1),325,460,460.0,30.0 + 65.0 + 30.0 + 10.0
9,0,return,145,145,WS 1 (Port 1),(0;0;1),466,536,536.0,30.0 + 10.0 + 30.0
10,2,target,158,158,(4;6;1),WS 1 (Port 2),370,500,500.0,30.0 + 60.0 + 30.0 + 10.0
11,1,return,158,158,WS 1 (Port 2),(0;0;0),508,578,578.0,30.0 + 10.0 + 30.0
12,2,target,157,157,(4;7;1),WS 1 (Port 1),555,690,690.0,30.0 + 65.0 + 30.0 + 10.0
13,0,return,157,157,WS 1 (Port 1),(0;1;7),692,767,767.0,30.0 + 15.0 + 30.0
14,1,target,159,159,(4;5;1),WS 1 (Port 1),623,748,748.0,30.0 + 55.0 + 30.0 + 10.0
15,1,return,159,159,WS 1 (Port 1),(0;1;6),756,831,831.0,30.0 + 15.0 + 30.0
