mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(1;7;2),WS 2 (Port 1),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(0;0;5),169,244,244.0,30.0 + 15.0 + 30.0
3,1,reshuffle,66,13,(2;5;2),(0;0;4),35,274,274.0,30.0 + 179.0 + 30.0
4,2,reshuffle,44,13,(2;5;3),(0;0;3),65,304,304.0,30.0 + 179.0 + 30.0
5,0,target,13,13,(2;5;4),WS 2 (Port 1),279,399,399.0,30.0 + 50.0 + 30.0 + 10.0
6,0,return,13,13,WS 2 (Port 1),(0;0;2),403,478,478.0,30.0 + 15.0 + 30.0
7,1,target,57,57,(1;7;3),WS 2 (Port 2),314,439,439.0,30.0 + 55.0 + 30.0 + 10.0
8,1,return,57,57,WS 2 (Port 2),(0;0;1),447,522,522.0,30.0 + 15.0 + 30.0
9,2,reshuffle,77,209,(1;5;2),(0;0;0),334,552,552.0,30.0 + 158.0 + 30.0
10,0,reshuffle,55,209,(1;5;3),(0;1;5),508,593,593.0,30.0 + 25.0 + 30.0
11,1,reshuffle,24,209,(1;5;4),(0;1;4),552,637,637.0,30.0 + 25.0 + 30.0
12,2,reshuffle,355,209,(1;5;5),(0;1;3),582,667,667.0,30.0 + 25.0 + 30.0
13,0,target,209,209,(1;5;6),WS 2 (Port 1),618,733,733.0,30.0 + 45.0 + 30.0 + 10.0
14,0,return,209,209,WS 2 (Port 1),(0;1;2),737,817,817.0,30.0 + 20.0 + 30.0
15,1,target,71,71,(2;10;2),WS 2 (Port 1),692,837,837.0,30.0 + 75.0 + 30.0 + 10.0
16,0,return,71,71,WS 2 (Port 1),(0;1;1),845,925,925.0,30.0 + 20.0 + 30.0
