mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,301,301,(3;2;2),WS 2 (Port 1),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,301,301,WS 2 (Port 1),(1;0;1),143,223,223.0,30.0 + 20.0 + 30.0
3,1,target,150,150,(1;4;0),WS 2 (Port 2),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
4,1,return,150,150,WS 2 (Port 2),(1;0;0),225,305,305.0,30.0 + 20.0 + 30.0
5,2,target,286,286,(0;9;5),WS 1 (Port 1),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
6,2,return,286,286,WS 1 (Port 1),(0;2;4),176,256,256.0,30.0 + 20.0 + 30.0
7,0,target,35,35,(1;4;1),WS 1 (Port 1),243,348,348.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,35,35,WS 1 (Port 1),(0;2;3),364,444,444.0,30.0 + 20.0 + 30.0
9,2,target,255,255,(0;1;0),WS 1 (Port 2),261,346,346.0,30.0 + 15.0 + 30.0 + 10.0
10,1,return,255,255,WS 1 (Port 2),(0;1;0),354,429,429.0,30.0 + 15.0 + 30.0
