mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
2,0,return,71,71,WS 1 (Port 1),(1;0;1),202,277,277.0,30.0 + 15.0 + 30.0
3,1,target,87,87,(4;3;0),WS 1 (Port 2),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
4,1,return,87,87,WS 1 (Port 2),(1;0;0),152,307,307.0,30.0 + 95.0 + 30.0
5,2,target,3,3,(2;5;2),WS 1 (Port 3),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,3,3,WS 1 (Port 3),(0;2;4),156,236,236.0,30.0 + 20.0 + 30.0
7,2,target,52,52,(0;3;3),WS 1 (Port 1),241,336,336.0,30.0 + 25.0 + 30.0 + 10.0
8,0,return,52,52,WS 1 (Port 1),(0;2;3),344,424,424.0,30.0 + 20.0 + 30.0
9,1,target,392,392,(1;10;0),WS 1 (Port 1),357,492,492.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,392,392,WS 1 (Port 1),(0;2;2),500,580,580.0,30.0 + 20.0 + 30.0
11,2,target,273,273,(3;10;0),WS 1 (Port 1),401,546,546.0,30.0 + 75.0 + 30.0 + 10.0
12,1,return,273,273,WS 1 (Port 1),(0;2;1),554,634,634.0,30.0 + 20.0 + 30.0
13,2,target,255,255,(0;1;0),WS 1 (Port 1),551,636,636.0,30.0 + 15.0 + 30.0 + 10.0
14,0,return,255,255,WS 1 (Port 1),(0;1;0),638,713,713.0,30.0 + 15.0 + 30.0
