mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,17,83,(1;4;1),(0;0;7),25,110,110.0,30.0 + 25.0 + 30.0
2,1,reshuffle,39,83,(1;4;2),(0;0;6),55,140,140.0,30.0 + 25.0 + 30.0
3,2,reshuffle,61,83,(1;4;3),(0;0;5),85,170,170.0,30.0 + 25.0 + 30.0
4,0,target,83,83,(1;4;4),WS 2 (Port 1),135,245,245.0,30.0 + 40.0 + 30.0 + 10.0
5,0,return,83,83,WS 2 (Port 1),(0;0;4),251,326,326.0,30.0 + 15.0 + 30.0
6,1,reshuffle,27,49,(2;5;1),(0;0;3),175,356,356.0,30.0 + 121.0 + 30.0
7,2,target,49,49,(2;5;2),WS 2 (Port 1),205,325,325.0,30.0 + 50.0 + 30.0 + 10.0
8,2,return,49,49,WS 2 (Port 1),(0;0;2),331,406,406.0,30.0 + 15.0 + 30.0
9,0,reshuffle,12,56,(1;9;1),(0;0;1),376,486,486.0,30.0 + 50.0 + 30.0
10,1,reshuffle,34,56,(1;9;2),(0;0;0),406,516,516.0,30.0 + 50.0 + 30.0
11,2,target,56,56,(1;9;3),WS 2 (Port 1),456,591,591.0,30.0 + 65.0 + 30.0 + 10.0
12,0,return,56,56,WS 2 (Port 1),(0;1;7),595,675,675.0,30.0 + 20.0 + 30.0
