mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,32,32,(2;0;1),WS 1 (Port 1),10,100,100.0,30.0 + 20.0 + 30.0 + 10.0
2,0,return,32,32,WS 1 (Port 1),(0;0;7),106,176,176.0,30.0 + 10.0 + 30.0
3,1,target,161,161,(4;3;1),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
4,1,return,161,161,WS 1 (Port 1),(0;0;6),158,228,228.0,30.0 + 10.0 + 30.0
5,2,target,164,164,(4;0;1),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
6,0,return,164,164,WS 1 (Port 2),(0;0;5),186,258,258.0,30.0 + 12.0 + 30.0
7,2,target,10,10,(5;0;0),WS 1 (Port 1),145,250,250.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,10,10,WS 1 (Port 1),(0;0;4),274,344,344.0,30.0 + 10.0 + 30.0
9,1,target,11,11,(1;10;1),WS 1 (Port 1),283,418,418.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,11,11,WS 1 (Port 1),(0;0;3),422,492,492.0,30.0 + 10.0 + 30.0
