mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,24,24,(2;8;1),WS 1 (Port 1),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,24,24,WS 1 (Port 1),(0;0;7),182,252,252.0,30.0 + 10.0 + 30.0
3,1,target,10,10,(5;0;0),WS 1 (Port 2),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
4,1,return,10,10,WS 1 (Port 2),(0;0;6),154,282,282.0,30.0 + 68.0 + 30.0
5,2,target,2,2,(5;8;0),WS 2 (Port 1),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
6,2,return,2,2,WS 2 (Port 1),(0;0;5),231,312,312.0,30.0 + 21.0 + 30.0
7,0,target,3,3,(5;7;0),WS 2 (Port 1),312,457,457.0,30.0 + 75.0 + 30.0 + 10.0
8,0,return,3,3,WS 2 (Port 1),(0;0;4),461,536,536.0,30.0 + 15.0 + 30.0
9,1,target,0,0,(5;10;0),WS 2 (Port 1),357,517,517.0,30.0 + 90.0 + 30.0 + 10.0
10,1,return,0,0,WS 2 (Port 1),(0;0;3),533,608,608.0,30.0 + 15.0 + 30.0
11,2,target,1,1,(5;9;0),WS 2 (Port 2),382,537,537.0,30.0 + 85.0 + 30.0 + 10.0
12,0,return,1,1,WS 2 (Port 2),(0;0;2),553,638,638.0,30.0 + 25.0 + 30.0
