mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,18,62,(1;3;1),(0;0;7),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,40,62,(1;3;2),(0;0;6),50,130,130.0,30.0 + 20.0 + 30.0
3,2,target,62,62,(1;3;3),WS 1 (Port 1),80,180,180.0,30.0 + 30.0 + 30.0 + 10.0
4,0,return,62,62,WS 1 (Port 1),(0;0;5),188,258,258.0,30.0 + 10.0 + 30.0
5,1,reshuffle,30,118,(2;2;1),(0;0;4),150,288,288.0,30.0 + 78.0 + 30.0
6,2,reshuffle,52,118,(2;2;2),(0;0;3),200,318,318.0,30.0 + 58.0 + 30.0
7,0,reshuffle,74,118,(2;2;3),(0;0;2),278,358,358.0,30.0 + 20.0 + 30.0
8,1,reshuffle,96,118,(2;2;4),(0;0;1),308,388,388.0,30.0 + 20.0 + 30.0
9,2,target,118,118,(2;2;5),WS 1 (Port 1),338,438,438.0,30.0 + 30.0 + 30.0 + 10.0
10,0,return,118,118,WS 1 (Port 1),(0;0;0),440,510,510.0,30.0 + 10.0 + 30.0
11,1,reshuffle,4,224,(5;6;0),(0;1;7),443,553,553.0,30.0 + 50.0 + 30.0
12,2,reshuffle,169,224,(5;6;1),(0;1;6),493,603,603.0,30.0 + 50.0 + 30.0
13,0,target,224,224,(5;6;2),WS 1 (Port 1),565,700,700.0,30.0 + 65.0 + 30.0 + 10.0
14,0,return,224,224,WS 1 (Port 1),(0;1;5),708,783,783.0,30.0 + 15.0 + 30.0
15,1,reshuffle,14,58,(1;7;1),(0;1;4),588,813,813.0,30.0 + 165.0 + 30.0
16,2,reshuffle,36,58,(1;7;2),(0;1;3),638,843,843.0,30.0 + 145.0 + 30.0
17,0,target,58,58,(1;7;3),WS 1 (Port 1),818,938,938.0,30.0 + 50.0 + 30.0 + 10.0
18,0,return,58,58,WS 1 (Port 1),(0;1;2),946,1021,1021.0,30.0 + 15.0 + 30.0
19,1,reshuffle,15,59,(1;6;1),(0;1;1),843,1051,1051.0,30.0 + 148.0 + 30.0
20,2,reshuffle,37,59,(1;6;2),(0;1;0),873,1081,1081.0,30.0 + 148.0 + 30.0
21,0,target,59,59,(1;6;3),WS 1 (Port 1),1051,1166,1166.0,30.0 + 45.0 + 30.0 + 10.0
22,0,return,59,59,WS 1 (Port 1),(1;0;0),1174,1249,1249.0,30.0 + 15.0 + 30.0
23,1,reshuffle,16,60,(1;5;1),(0;2;7),1076,1156,1156.0,30.0 + 20.0 + 30.0
24,2,reshuffle,38,60,(1;5;2),(0;2;6),1106,1186,1186.0,30.0 + 20.0 + 30.0
25,1,target,60,60,(1;5;3),WS 1 (Port 1),1176,1286,1286.0,30.0 + 40.0 + 30.0 + 10.0
26,0,return,60,60,WS 1 (Port 1),(0;2;5),1294,1374,1374.0,30.0 + 20.0 + 30.0
27,1,reshuffle,17,61,(1;4;1),(0;2;4),1311,1404,1404.0,30.0 + 33.0 + 30.0
28,2,reshuffle,39,61,(1;4;2),(0;2;3),1341,1434,1434.0,30.0 + 33.0 + 30.0
29,0,target,61,61,(1;4;3),WS 1 (Port 1),1389,1494,1494.0,30.0 + 35.0 + 30.0 + 10.0
30,0,return,61,61,WS 1 (Port 1),(0;2;2),1502,1582,1582.0,30.0 + 20.0 + 30.0
31,1,reshuffle,19,63,(1;2;1),(0;2;1),1409,1612,1612.0,30.0 + 143.0 + 30.0
32,2,reshuffle,41,63,(1;2;2),(0;2;0),1439,1642,1642.0,30.0 + 143.0 + 30.0
33,0,target,63,63,(1;2;3),WS 1 (Port 1),1587,1682,1682.0,30.0 + 25.0 + 30.0 + 10.0
34,0,return,63,63,WS 1 (Port 1),(1;1;0),1686,1766,1766.0,30.0 + 20.0 + 30.0
35,1,reshuffle,12,56,(1;9;1),(0;3;7),1652,1747,1747.0,30.0 + 35.0 + 30.0
36,2,reshuffle,34,56,(1;9;2),(0;3;6),1682,1777,1777.0,30.0 + 35.0 + 30.0
37,1,target,56,56,(1;9;3),WS 1 (Port 1),1782,1912,1912.0,30.0 + 60.0 + 30.0 + 10.0
38,0,return,56,56,WS 1 (Port 1),(2;0;0),1916,1996,1996.0,30.0 + 20.0 + 30.0
39,2,reshuffle,13,57,(1;8;1),(0;3;5),1807,1897,1897.0,30.0 + 30.0 + 30.0
40,2,reshuffle,35,57,(1;8;2),(0;3;4),1927,2017,2017.0,30.0 + 30.0 + 30.0
41,1,target,57,57,(1;8;3),WS 1 (Port 1),1957,2082,2082.0,30.0 + 55.0 + 30.0 + 10.0
42,0,return,57,57,WS 1 (Port 1),(0;3;3),2090,2175,2175.0,30.0 + 25.0 + 30.0
