mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,3,3,(2;5;2),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,3,3,WS 1 (Port 1),(1;0;1),156,231,231.0,30.0 + 15.0 + 30.0
3,1,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,71,71,WS 1 (Port 1),(1;0;0),206,281,281.0,30.0 + 15.0 + 30.0
5,2,target,87,87,(4;3;0),WS 1 (Port 2),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,87,87,WS 1 (Port 2),(0;2;4),156,236,236.0,30.0 + 20.0 + 30.0
7,2,target,275,275,(0;4;0),WS 1 (Port 1),246,346,346.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,275,275,WS 1 (Port 1),(0;2;3),348,428,428.0,30.0 + 20.0 + 30.0
9,1,target,357,357,(3;7;5),WS 1 (Port 1),326,456,456.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,357,357,WS 1 (Port 1),(0;2;2),458,538,538.0,30.0 + 20.0 + 30.0
