mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,327,48,(3;6;0),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
2,1,reshuffle,76,48,(3;6;1),(0;2;3),75,170,170.0,30.0 + 35.0 + 30.0
3,2,reshuffle,269,48,(3;6;2),(0;2;2),105,200,200.0,30.0 + 35.0 + 30.0
4,0,reshuffle,168,48,(3;6;3),(0;2;1),175,270,270.0,30.0 + 35.0 + 30.0
5,1,target,48,48,(3;6;4),WS 1 (Port 1),205,330,330.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,48,48,WS 1 (Port 1),(1;0;1),336,411,411.0,30.0 + 15.0 + 30.0
7,2,target,87,87,(4;3;0),WS 1 (Port 2),225,340,340.0,30.0 + 45.0 + 30.0 + 10.0
8,1,return,87,87,WS 1 (Port 2),(1;0;0),356,441,441.0,30.0 + 25.0 + 30.0
9,2,target,198,198,(5;4;5),WS 1 (Port 1),385,510,510.0,30.0 + 55.0 + 30.0 + 10.0
10,0,return,198,198,WS 1 (Port 1),(0;2;0),532,612,612.0,30.0 + 20.0 + 30.0
11,1,reshuffle,174,263,(2;3;2),(0;3;2),461,531,531.0,30.0 + 10.0 + 30.0
12,2,reshuffle,349,263,(2;3;3),(0;3;1),535,605,605.0,30.0 + 10.0 + 30.0
13,1,reshuffle,33,263,(2;3;4),(0;3;0),565,635,635.0,30.0 + 10.0 + 30.0
14,2,target,263,263,(2;3;5),WS 1 (Port 1),615,720,720.0,30.0 + 35.0 + 30.0 + 10.0
15,0,return,263,263,WS 1 (Port 1),(1;1;2),752,832,832.0,30.0 + 20.0 + 30.0
16,1,target,273,273,(3;10;0),WS 1 (Port 1),685,830,830.0,30.0 + 75.0 + 30.0 + 10.0
17,1,return,273,273,WS 1 (Port 1),(1;1;1),846,926,926.0,30.0 + 20.0 + 30.0
18,2,target,279,279,(4;9;0),WS 1 (Port 1),785,930,930.0,30.0 + 75.0 + 30.0 + 10.0
19,0,return,279,279,WS 1 (Port 1),(1;1;0),946,1026,1026.0,30.0 + 20.0 + 30.0
20,1,reshuffle,71,306,(2;10;5),(0;6;6),976,1066,1066.0,30.0 + 30.0 + 30.0
21,2,target,306,306,(2;10;6),WS 1 (Port 1),1006,1146,1146.0,30.0 + 70.0 + 30.0 + 10.0
22,0,return,306,306,WS 1 (Port 1),(2;0;0),1166,1246,1246.0,30.0 + 20.0 + 30.0
23,1,reshuffle,57,359,(4;7;1),(0;6;5),1091,1176,1176.0,30.0 + 25.0 + 30.0
24,1,target,359,359,(4;7;2),WS 1 (Port 1),1201,1336,1336.0,30.0 + 65.0 + 30.0 + 10.0
25,0,return,359,359,WS 1 (Port 1),(1;2;3),1342,1427,1427.0,30.0 + 25.0 + 30.0
26,2,reshuffle,33,371,(0;3;0),(0;6;4),1161,1236,1236.0,30.0 + 15.0 + 30.0
27,2,reshuffle,349,371,(0;3;1),(0;6;3),1251,1326,1326.0,30.0 + 15.0 + 30.0
28,2,reshuffle,174,371,(0;3;2),(0;6;2),1341,1416,1416.0,30.0 + 15.0 + 30.0
29,1,reshuffle,52,371,(0;3;3),(0;6;1),1371,1446,1446.0,30.0 + 15.0 + 30.0
30,2,target,371,371,(0;3;4),WS 1 (Port 1),1431,1526,1526.0,30.0 + 25.0 + 30.0 + 10.0
31,0,return,371,371,WS 1 (Port 1),(0;3;4),1542,1627,1627.0,30.0 + 25.0 + 30.0
