mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,31,119,(2;1;1),(0;0;7),15,90,90.0,30.0 + 15.0 + 30.0
2,1,reshuffle,53,119,(2;1;2),(0;0;6),45,120,120.0,30.0 + 15.0 + 30.0
3,2,reshuffle,75,119,(2;1;3),(0;0;5),75,150,150.0,30.0 + 15.0 + 30.0
4,0,reshuffle,97,119,(2;1;4),(0;0;4),105,180,180.0,30.0 + 15.0 + 30.0
5,1,target,119,119,(2;1;5),WS 1 (Port 1),135,230,230.0,30.0 + 25.0 + 30.0 + 10.0
6,0,return,119,119,WS 1 (Port 1),(0;0;3),254,324,324.0,30.0 + 10.0 + 30.0
7,2,target,150,150,(3;3;1),WS 2 (Port 1),180,295,295.0,30.0 + 45.0 + 30.0 + 10.0
8,1,return,150,150,WS 2 (Port 1),(0;0;2),297,372,372.0,30.0 + 15.0 + 30.0
9,2,reshuffle,18,128,(1;3;1),(0;0;1),320,402,402.0,30.0 + 22.0 + 30.0
10,0,reshuffle,40,128,(1;3;2),(0;0;0),350,432,432.0,30.0 + 22.0 + 30.0
11,1,reshuffle,62,128,(1;3;3),(0;1;7),392,467,467.0,30.0 + 15.0 + 30.0
12,2,reshuffle,84,128,(1;3;4),(0;1;6),422,497,497.0,30.0 + 15.0 + 30.0
13,0,reshuffle,106,128,(1;3;5),(0;1;5),452,527,527.0,30.0 + 15.0 + 30.0
14,1,target,128,128,(1;3;6),WS 2 (Port 1),482,587,587.0,30.0 + 35.0 + 30.0 + 10.0
15,0,return,128,128,WS 2 (Port 1),(0;1;4),609,689,689.0,30.0 + 20.0 + 30.0
16,2,reshuffle,11,121,(1;10;1),(0;1;3),547,719,719.0,30.0 + 112.0 + 30.0
17,1,reshuffle,33,121,(1;10;2),(0;1;2),647,757,757.0,30.0 + 50.0 + 30.0
18,0,reshuffle,55,121,(1;10;3),(0;1;1),739,849,849.0,30.0 + 50.0 + 30.0
19,2,reshuffle,77,121,(1;10;4),(0;1;0),769,879,879.0,30.0 + 50.0 + 30.0
20,1,reshuffle,99,121,(1;10;5),(0;2;7),807,912,912.0,30.0 + 45.0 + 30.0
21,0,target,121,121,(1;10;6),WS 2 (Port 1),899,1039,1039.0,30.0 + 70.0 + 30.0 + 10.0
22,0,return,121,121,WS 2 (Port 1),(1;0;0),1041,1121,1121.0,30.0 + 20.0 + 30.0
23,2,target,13,13,(1;8;1),WS 2 (Port 2),919,1049,1049.0,30.0 + 60.0 + 30.0 + 10.0
24,1,return,13,13,WS 2 (Port 2),(0;2;6),1051,1136,1136.0,30.0 + 25.0 + 30.0
25,2,reshuffle,35,79,(1;8;2),(0;2;5),1099,1194,1194.0,30.0 + 35.0 + 30.0
26,0,reshuffle,57,79,(1;8;3),(0;2;4),1161,1256,1256.0,30.0 + 35.0 + 30.0
27,1,target,79,79,(1;8;4),WS 2 (Port 1),1191,1321,1321.0,30.0 + 60.0 + 30.0 + 10.0
28,0,return,79,79,WS 2 (Port 1),(1;1;0),1323,1408,1408.0,30.0 + 25.0 + 30.0
29,2,target,27,27,(2;5;1),WS 2 (Port 2),1219,1339,1339.0,30.0 + 50.0 + 30.0 + 10.0
30,1,return,27,27,WS 2 (Port 2),(2;0;0),1343,1428,1428.0,30.0 + 25.0 + 30.0
31,2,target,57,57,(0;2;4),WS 2 (Port 1),1354,1449,1449.0,30.0 + 25.0 + 30.0 + 10.0
32,0,return,57,57,WS 2 (Port 1),(0;2;4),1457,1542,1542.0,30.0 + 25.0 + 30.0
