mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,52,52,(0;3;3),WS 2 (Port 1),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
2,0,return,52,52,WS 2 (Port 1),(1;0;1),123,203,203.0,30.0 + 20.0 + 30.0
3,1,target,239,239,(5;10;3),WS 2 (Port 1),75,235,235.0,30.0 + 90.0 + 30.0 + 10.0
4,0,return,239,239,WS 2 (Port 1),(1;0;0),241,321,321.0,30.0 + 20.0 + 30.0
5,2,target,273,273,(3;10;0),WS 2 (Port 2),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
6,2,return,273,273,WS 2 (Port 2),(1;1;2),223,308,308.0,30.0 + 25.0 + 30.0
7,1,target,302,302,(0;2;5),WS 2 (Port 1),250,345,345.0,30.0 + 25.0 + 30.0 + 10.0
8,0,return,302,302,WS 2 (Port 1),(0;2;5),351,436,436.0,30.0 + 25.0 + 30.0
9,2,target,392,392,(1;10;0),WS 2 (Port 1),353,493,493.0,30.0 + 70.0 + 30.0 + 10.0
10,0,return,392,392,WS 2 (Port 1),(0;2;4),501,586,586.0,30.0 + 25.0 + 30.0
