mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,13,13,(3;0;0),WS 2 (Port 1),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
2,0,return,13,13,WS 2 (Port 1),(1;0;1),119,199,199.0,30.0 + 20.0 + 30.0
3,1,target,142,142,(3;1;4),WS 2 (Port 2),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
4,1,return,142,142,WS 2 (Port 2),(1;0;0),127,229,229.0,30.0 + 42.0 + 30.0
5,2,target,239,239,(5;10;3),WS 2 (Port 1),75,235,235.0,30.0 + 90.0 + 30.0 + 10.0
6,0,return,239,239,WS 2 (Port 1),(1;1;2),237,322,322.0,30.0 + 25.0 + 30.0
7,1,target,274,274,(3;8;1),WS 2 (Port 1),279,419,419.0,30.0 + 70.0 + 30.0 + 10.0
8,0,return,274,274,WS 2 (Port 1),(1;1;1),421,506,506.0,30.0 + 25.0 + 30.0
9,2,target,275,275,(0;4;0),WS 2 (Port 2),260,365,365.0,30.0 + 35.0 + 30.0 + 10.0
10,1,return,275,275,WS 2 (Port 2),(1;1;0),409,536,536.0,30.0 + 67.0 + 30.0
11,2,target,302,302,(0;2;5),WS 2 (Port 1),380,475,475.0,30.0 + 25.0 + 30.0 + 10.0
12,2,return,302,302,WS 2 (Port 1),(0;2;5),477,562,562.0,30.0 + 25.0 + 30.0
13,0,target,316,316,(1;7;0),WS 2 (Port 1),536,661,661.0,30.0 + 55.0 + 30.0 + 10.0
14,0,return,316,316,WS 2 (Port 1),(0;2;4),663,748,748.0,30.0 + 25.0 + 30.0
15,1,target,346,346,(2;8;3),WS 2 (Port 1),576,711,711.0,30.0 + 65.0 + 30.0 + 10.0
16,1,return,346,346,WS 2 (Port 1),(0;2;3),713,798,798.0,30.0 + 25.0 + 30.0
