mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,239,50,(5;10;3),(0;6;6),75,180,180.0,30.0 + 45.0 + 30.0
2,1,target,50,50,(5;10;4),WS 2 (Port 1),105,265,265.0,30.0 + 90.0 + 30.0 + 10.0
3,0,return,50,50,WS 2 (Port 1),(1;0;1),273,353,353.0,30.0 + 20.0 + 30.0
4,2,target,52,52,(0;3;3),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
5,1,return,52,52,WS 2 (Port 2),(1;0;0),255,383,383.0,30.0 + 68.0 + 30.0
6,2,target,273,273,(3;10;0),WS 2 (Port 1),185,335,335.0,30.0 + 80.0 + 30.0 + 10.0
7,2,return,273,273,WS 2 (Port 1),(1;1;2),343,428,428.0,30.0 + 25.0 + 30.0
8,0,target,302,302,(0;2;5),WS 2 (Port 1),368,463,463.0,30.0 + 25.0 + 30.0 + 10.0
9,0,return,302,302,WS 2 (Port 1),(0;2;5),471,556,556.0,30.0 + 25.0 + 30.0
10,1,target,392,392,(1;10;0),WS 2 (Port 1),433,573,573.0,30.0 + 70.0 + 30.0 + 10.0
11,0,return,392,392,WS 2 (Port 1),(0;2;4),581,666,666.0,30.0 + 25.0 + 30.0
