mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,110,110,(3;3;2),WS 2 (Port 1),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,110,110,WS 2 (Port 1),(1;0;1),161,241,241.0,30.0 + 20.0 + 30.0
3,1,target,71,71,(2;10;5),WS 2 (Port 1),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
4,1,return,71,71,WS 2 (Port 1),(1;0;0),213,293,293.0,30.0 + 20.0 + 30.0
5,2,target,59,59,(4;0;6),WS 2 (Port 2),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
6,2,return,59,59,WS 2 (Port 2),(0;2;4),133,218,218.0,30.0 + 25.0 + 30.0
7,2,target,57,57,(4;7;1),WS 2 (Port 1),263,403,403.0,30.0 + 70.0 + 30.0 + 10.0
8,0,return,57,57,WS 2 (Port 1),(0;2;3),411,496,496.0,30.0 + 25.0 + 30.0
9,1,target,112,112,(3;9;0),WS 2 (Port 1),348,493,493.0,30.0 + 75.0 + 30.0 + 10.0
10,1,return,112,112,WS 2 (Port 1),(0;2;2),517,602,602.0,30.0 + 25.0 + 30.0
