mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,45,245,(5;2;5),(0;2;4),35,120,120.0,30.0 + 25.0 + 30.0
2,1,target,245,245,(5;2;6),WS 2 (Port 1),65,185,185.0,30.0 + 50.0 + 30.0 + 10.0
3,0,return,245,245,WS 2 (Port 1),(1;0;1),193,273,273.0,30.0 + 20.0 + 30.0
4,2,target,174,174,(2;3;2),WS 2 (Port 2),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
5,1,return,174,174,WS 2 (Port 2),(1;0;0),175,303,303.0,30.0 + 68.0 + 30.0
6,2,target,3,3,(2;5;2),WS 2 (Port 1),175,295,295.0,30.0 + 50.0 + 30.0 + 10.0
7,0,return,3,3,WS 2 (Port 1),(1;1;2),297,382,382.0,30.0 + 25.0 + 30.0
8,1,target,15,15,(4;1;5),WS 2 (Port 1),323,433,433.0,30.0 + 40.0 + 30.0 + 10.0
9,0,return,15,15,WS 2 (Port 1),(1;1;1),445,530,530.0,30.0 + 25.0 + 30.0
10,2,target,36,36,(1;9;0),WS 2 (Port 1),350,485,485.0,30.0 + 65.0 + 30.0 + 10.0
11,1,return,36,36,WS 2 (Port 1),(1;1;0),493,578,578.0,30.0 + 25.0 + 30.0
12,2,target,44,44,(2;1;2),WS 2 (Port 1),505,605,605.0,30.0 + 30.0 + 30.0 + 10.0
13,0,return,44,44,WS 2 (Port 1),(2;0;0),613,698,698.0,30.0 + 25.0 + 30.0
14,1,target,45,45,(0;2;4),WS 2 (Port 1),588,683,683.0,30.0 + 25.0 + 30.0 + 10.0
15,1,return,45,45,WS 2 (Port 1),(0;2;4),691,776,776.0,30.0 + 25.0 + 30.0
16,2,target,51,51,(5;0;2),WS 2 (Port 1),635,745,745.0,30.0 + 40.0 + 30.0 + 10.0
17,0,return,51,51,WS 2 (Port 1),(0;2;3),753,838,838.0,30.0 + 25.0 + 30.0
