mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,275,92,(0;4;0),(0;2;4),20,90,90.0,30.0 + 10.0 + 30.0
2,1,reshuffle,184,92,(0;4;1),(0;3;2),50,115,115.0,30.0 + 5.0 + 30.0
3,2,target,92,92,(0;4;2),WS 2 (Port 1),80,185,185.0,30.0 + 35.0 + 30.0 + 10.0
4,0,return,92,92,WS 2 (Port 1),(1;0;1),191,271,271.0,30.0 + 20.0 + 30.0
5,1,target,83,83,(2;6;1),WS 2 (Port 1),140,265,265.0,30.0 + 55.0 + 30.0 + 10.0
6,1,return,83,83,WS 2 (Port 1),(1;0;0),269,349,349.0,30.0 + 20.0 + 30.0
7,2,target,275,275,(0;2;4),WS 2 (Port 2),200,295,295.0,30.0 + 25.0 + 30.0 + 10.0
8,0,return,275,275,WS 2 (Port 2),(0;2;4),317,402,402.0,30.0 + 25.0 + 30.0
9,2,target,346,346,(2;8;3),WS 2 (Port 1),350,485,485.0,30.0 + 65.0 + 30.0 + 10.0
10,0,return,346,346,WS 2 (Port 1),(0;2;3),487,572,572.0,30.0 + 25.0 + 30.0
11,1,target,16,16,(4;2;0),WS 2 (Port 2),374,489,489.0,30.0 + 45.0 + 30.0 + 10.0
12,1,return,16,16,WS 2 (Port 2),(0;2;2),491,602,602.0,30.0 + 51.0 + 30.0
