mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,152,152,(3;1;1),WS 2 (Port 1),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
2,0,return,152,152,WS 2 (Port 1),(0;0;7),173,248,248.0,30.0 + 15.0 + 30.0
3,1,target,153,153,(3;0;1),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,153,153,WS 2 (Port 2),(0;0;6),179,278,278.0,30.0 + 39.0 + 30.0
5,2,target,154,154,(4;10;1),WS 2 (Port 1),70,225,225.0,30.0 + 85.0 + 30.0 + 10.0
6,0,return,154,154,WS 2 (Port 1),(0;0;5),289,364,364.0,30.0 + 15.0 + 30.0
7,2,target,155,155,(4;9;1),WS 2 (Port 1),295,445,445.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,155,155,WS 2 (Port 1),(0;0;4),509,584,584.0,30.0 + 15.0 + 30.0
9,1,target,156,156,(4;8;1),WS 2 (Port 2),338,483,483.0,30.0 + 75.0 + 30.0 + 10.0
10,1,return,156,156,WS 2 (Port 2),(0;0;3),547,622,622.0,30.0 + 15.0 + 30.0
11,2,target,157,157,(4;7;1),WS 2 (Port 1),505,645,645.0,30.0 + 70.0 + 30.0 + 10.0
12,0,return,157,157,WS 2 (Port 1),(0;0;2),661,736,736.0,30.0 + 15.0 + 30.0
