mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(1;7;2),WS 2 (Port 1),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(0;0;5),171,246,246.0,30.0 + 15.0 + 30.0
3,1,reshuffle,395,103,(3;1;1),(0;0;4),20,276,276.0,30.0 + 196.0 + 30.0
4,2,reshuffle,329,103,(3;1;2),(0;0;3),50,306,306.0,30.0 + 196.0 + 30.0
5,0,reshuffle,238,103,(3;1;3),(0;0;2),266,346,346.0,30.0 + 20.0 + 30.0
6,1,reshuffle,183,103,(3;1;4),(0;0;1),296,376,376.0,30.0 + 20.0 + 30.0
7,2,reshuffle,136,103,(3;1;5),(0;0;0),326,406,406.0,30.0 + 20.0 + 30.0
8,0,target,103,103,(3;1;6),WS 2 (Port 1),366,471,471.0,30.0 + 35.0 + 30.0 + 10.0
9,0,return,103,103,WS 2 (Port 1),(0;1;5),475,555,555.0,30.0 + 20.0 + 30.0
10,1,reshuffle,58,27,(1;8;3),(0;1;4),421,585,585.0,30.0 + 104.0 + 30.0
11,2,target,27,27,(1;8;4),WS 2 (Port 1),451,581,581.0,30.0 + 60.0 + 30.0 + 10.0
12,0,return,27,27,WS 2 (Port 1),(0;1;3),587,667,667.0,30.0 + 20.0 + 30.0
13,1,reshuffle,76,23,(1;4;2),(0;1;2),605,697,697.0,30.0 + 32.0 + 30.0
14,2,reshuffle,54,23,(1;4;3),(0;1;1),635,727,727.0,30.0 + 32.0 + 30.0
15,0,target,23,23,(1;4;4),WS 2 (Port 1),687,797,797.0,30.0 + 40.0 + 30.0 + 10.0
16,0,return,23,23,WS 2 (Port 1),(0;1;0),799,879,879.0,30.0 + 20.0 + 30.0
