mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,58,27,(1;8;3),(0;0;5),45,150,150.0,30.0 + 45.0 + 30.0
2,1,target,27,27,(1;8;4),WS 2 (Port 1),75,205,205.0,30.0 + 60.0 + 30.0 + 10.0
3,0,return,27,27,WS 2 (Port 1),(0;0;4),213,288,288.0,30.0 + 15.0 + 30.0
4,2,reshuffle,78,56,(1;6;2),(0;0;3),35,318,318.0,30.0 + 223.0 + 30.0
5,1,target,56,56,(1;6;3),WS 1 (Port 1),245,360,360.0,30.0 + 45.0 + 30.0 + 10.0
6,0,return,56,56,WS 1 (Port 1),(0;0;2),362,432,432.0,30.0 + 10.0 + 30.0
7,2,reshuffle,79,57,(1;7;2),(0;0;1),358,462,462.0,30.0 + 44.0 + 30.0
8,1,target,57,57,(1;7;3),WS 1 (Port 1),400,520,520.0,30.0 + 50.0 + 30.0 + 10.0
9,0,return,57,57,WS 1 (Port 1),(0;1;5),528,603,603.0,30.0 + 15.0 + 30.0
10,2,target,61,61,(2;0;2),WS 1 (Port 2),472,562,562.0,30.0 + 20.0 + 30.0 + 10.0
11,1,return,61,61,WS 1 (Port 2),(0;1;4),570,645,645.0,30.0 + 15.0 + 30.0
12,2,target,79,79,(0;0;1),WS 1 (Port 1),562,642,642.0,30.0 + 10.0 + 30.0 + 10.0
13,0,return,79,79,WS 1 (Port 1),(0;0;1),648,718,718.0,30.0 + 10.0 + 30.0
14,1,reshuffle,373,161,(5;1;0),(0;0;0),670,760,760.0,30.0 + 30.0 + 30.0
15,2,reshuffle,216,161,(5;1;1),(0;1;3),700,785,785.0,30.0 + 25.0 + 30.0
16,0,target,161,161,(5;1;2),WS 1 (Port 1),748,858,858.0,30.0 + 40.0 + 30.0 + 10.0
17,0,transfer,161,161,WS 1 (Port 1),WS 2 (Port 2),874,939,939.0,30.0 + 5.0 + 30.0
18,0,return,161,161,WS 2 (Port 2),(0;1;2),965,1045,1045.0,30.0 + 20.0 + 30.0
19,1,reshuffle,374,162,(5;2;0),(0;1;1),795,1075,1075.0,30.0 + 220.0 + 30.0
20,2,reshuffle,217,162,(5;2;1),(0;1;0),825,1105,1105.0,30.0 + 220.0 + 30.0
21,0,target,162,162,(5;2;2),WS 1 (Port 1),1075,1190,1190.0,30.0 + 45.0 + 30.0 + 10.0
22,0,return,162,162,WS 1 (Port 1),(1;0;1),1194,1269,1269.0,30.0 + 15.0 + 30.0
23,1,reshuffle,386,229,(4;3;1),(0;2;5),1105,1190,1190.0,30.0 + 25.0 + 30.0
24,2,reshuffle,320,229,(4;3;2),(0;2;4),1135,1220,1220.0,30.0 + 25.0 + 30.0
25,1,target,229,229,(4;3;3),WS 1 (Port 1),1215,1330,1330.0,30.0 + 45.0 + 30.0 + 10.0
26,0,return,229,229,WS 1 (Port 1),(1;0;0),1346,1421,1421.0,30.0 + 15.0 + 30.0
27,2,target,36,36,(3;8;1),WS 2 (Port 1),1265,1405,1405.0,30.0 + 70.0 + 30.0 + 10.0
28,1,return,36,36,WS 2 (Port 1),(0;2;3),1413,1498,1498.0,30.0 + 25.0 + 30.0
29,2,reshuffle,68,46,(2;7;2),(0;2;2),1455,1550,1550.0,30.0 + 35.0 + 30.0
30,0,target,46,46,(2;7;3),WS 2 (Port 1),1485,1615,1615.0,30.0 + 60.0 + 30.0 + 10.0
31,0,return,46,46,WS 2 (Port 1),(0;2;1),1619,1704,1704.0,30.0 + 25.0 + 30.0
32,1,reshuffle,71,49,(2;10;2),(0;2;0),1548,1734,1734.0,30.0 + 126.0 + 30.0
33,2,target,49,49,(2;10;3),WS 2 (Port 1),1600,1745,1745.0,30.0 + 75.0 + 30.0 + 10.0
34,0,return,49,49,WS 2 (Port 1),(1;1;1),1753,1838,1838.0,30.0 + 25.0 + 30.0
35,1,reshuffle,376,164,(5;4;0),(0;3;5),1769,1859,1859.0,30.0 + 30.0 + 30.0
36,2,reshuffle,219,164,(5;4;1),(0;3;4),1799,1889,1889.0,30.0 + 30.0 + 30.0
37,0,target,164,164,(5;4;2),WS 2 (Port 1),1873,2003,2003.0,30.0 + 60.0 + 30.0 + 10.0
38,0,return,164,164,WS 2 (Port 1),(1;1;0),2005,2090,2090.0,30.0 + 25.0 + 30.0
