mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,79,209,(2;0;1),(0;2;4),10,90,90.0,30.0 + 20.0 + 30.0
2,1,reshuffle,282,209,(2;0;2),(0;2;3),40,120,120.0,30.0 + 20.0 + 30.0
3,2,reshuffle,310,209,(2;0;3),(0;2;2),70,150,150.0,30.0 + 20.0 + 30.0
4,0,target,209,209,(2;0;4),WS 1 (Port 1),110,200,200.0,30.0 + 20.0 + 30.0 + 10.0
5,0,return,209,209,WS 1 (Port 1),(1;0;1),208,283,283.0,30.0 + 15.0 + 30.0
6,1,reshuffle,174,118,(2;3;2),(0;2;1),135,210,210.0,30.0 + 15.0 + 30.0
7,2,reshuffle,349,118,(2;3;3),(0;2;0),165,240,240.0,30.0 + 15.0 + 30.0
8,1,reshuffle,33,118,(2;3;4),(0;3;2),225,295,295.0,30.0 + 10.0 + 30.0
9,2,reshuffle,263,118,(2;3;5),(0;3;1),255,325,325.0,30.0 + 10.0 + 30.0
10,0,target,118,118,(2;3;6),WS 1 (Port 1),303,408,408.0,30.0 + 35.0 + 30.0 + 10.0
11,0,return,118,118,WS 1 (Port 1),(1;0;0),412,487,487.0,30.0 + 15.0 + 30.0
12,1,reshuffle,263,103,(0;3;1),(0;6;6),325,400,400.0,30.0 + 15.0 + 30.0
13,2,reshuffle,33,103,(0;3;2),(0;6;5),355,430,430.0,30.0 + 15.0 + 30.0
14,1,reshuffle,52,103,(0;3;3),(0;6;4),415,490,490.0,30.0 + 15.0 + 30.0
15,2,reshuffle,371,103,(0;3;4),(0;6;3),445,520,520.0,30.0 + 15.0 + 30.0
16,1,reshuffle,146,103,(0;3;5),(0;6;2),505,580,580.0,30.0 + 15.0 + 30.0
17,0,target,103,103,(0;3;6),WS 1 (Port 1),535,630,630.0,30.0 + 25.0 + 30.0 + 10.0
18,0,return,103,103,WS 1 (Port 1),(1;1;2),638,718,718.0,30.0 + 20.0 + 30.0
