mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,46,261,(5;9;4),(0;2;4),70,190,190.0,30.0 + 60.0 + 30.0
2,1,target,261,261,(5;9;5),WS 1 (Port 1),100,250,250.0,30.0 + 80.0 + 30.0 + 10.0
3,0,return,261,261,WS 1 (Port 1),(1;0;1),254,329,329.0,30.0 + 15.0 + 30.0
4,2,target,142,142,(3;1;4),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
5,1,return,142,142,WS 1 (Port 2),(1;0;0),240,359,359.0,30.0 + 59.0 + 30.0
6,2,target,27,27,(5;3;0),WS 1 (Port 2),160,280,280.0,30.0 + 50.0 + 30.0 + 10.0
7,2,return,27,27,WS 1 (Port 2),(0;2;3),304,384,384.0,30.0 + 20.0 + 30.0
8,0,target,273,273,(3;10;0),WS 1 (Port 1),389,534,534.0,30.0 + 75.0 + 30.0 + 10.0
9,0,return,273,273,WS 1 (Port 1),(0;2;2),536,616,616.0,30.0 + 20.0 + 30.0
10,1,target,275,275,(0;4;0),WS 1 (Port 2),384,484,484.0,30.0 + 30.0 + 30.0 + 10.0
11,1,return,275,275,WS 1 (Port 2),(0;2;1),488,646,646.0,30.0 + 98.0 + 30.0
