mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,59,271,(4;0;6),(0;2;4),20,110,110.0,30.0 + 30.0 + 30.0
2,1,target,271,271,(4;0;7),WS 2 (Port 1),50,155,155.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,271,271,WS 2 (Port 1),(1;0;1),165,245,245.0,30.0 + 20.0 + 30.0
4,2,target,357,357,(3;7;5),WS 2 (Port 2),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
5,1,return,357,357,WS 2 (Port 2),(1;0;0),191,275,275.0,30.0 + 24.0 + 30.0
6,2,target,3,3,(2;5;2),WS 2 (Port 1),225,345,345.0,30.0 + 50.0 + 30.0 + 10.0
7,0,return,3,3,WS 2 (Port 1),(0;2;3),351,436,436.0,30.0 + 25.0 + 30.0
8,1,target,22,22,(5;1;4),WS 2 (Port 1),300,415,415.0,30.0 + 45.0 + 30.0 + 10.0
9,1,return,22,22,WS 2 (Port 1),(0;2;2),421,506,506.0,30.0 + 25.0 + 30.0
10,2,target,87,87,(4;3;0),WS 2 (Port 1),385,505,505.0,30.0 + 50.0 + 30.0 + 10.0
11,0,return,87,87,WS 2 (Port 1),(0;2;1),511,596,596.0,30.0 + 25.0 + 30.0
