mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,112,201,(3;9;0),(0;2;4),60,170,170.0,30.0 + 50.0 + 30.0
2,1,reshuffle,233,201,(3;9;1),(0;2;3),90,200,200.0,30.0 + 50.0 + 30.0
3,2,reshuffle,352,201,(3;9;2),(0;2;2),120,230,230.0,30.0 + 50.0 + 30.0
4,0,target,201,201,(3;9;3),WS 2 (Port 1),220,365,365.0,30.0 + 75.0 + 30.0 + 10.0
5,0,return,201,201,WS 2 (Port 1),(1;0;1),389,469,469.0,30.0 + 20.0 + 30.0
6,1,reshuffle,392,206,(1;10;0),(0;2;1),245,350,350.0,30.0 + 45.0 + 30.0
7,2,reshuffle,235,206,(1;10;1),(0;2;0),275,380,380.0,30.0 + 45.0 + 30.0
8,1,reshuffle,304,206,(1;10;2),(0;3;2),395,495,495.0,30.0 + 40.0 + 30.0
9,2,target,206,206,(1;10;3),WS 2 (Port 1),425,565,565.0,30.0 + 70.0 + 30.0 + 10.0
10,0,return,206,206,WS 2 (Port 1),(1;0;0),581,661,661.0,30.0 + 20.0 + 30.0
11,1,reshuffle,56,200,(0;0;0),(0;3;1),510,585,585.0,30.0 + 15.0 + 30.0
12,2,reshuffle,262,200,(0;0;1),(0;3;0),570,645,645.0,30.0 + 15.0 + 30.0
13,1,reshuffle,69,200,(0;0;2),(0;6;6),600,690,690.0,30.0 + 30.0 + 30.0
14,2,reshuffle,162,200,(0;0;3),(0;6;5),660,750,750.0,30.0 + 30.0 + 30.0
15,0,reshuffle,37,200,(0;0;4),(0;6;4),690,780,780.0,30.0 + 30.0 + 30.0
16,1,reshuffle,257,200,(0;0;5),(0;6;3),720,810,810.0,30.0 + 30.0 + 30.0
17,2,target,200,200,(0;0;6),WS 2 (Port 1),780,865,865.0,30.0 + 15.0 + 30.0 + 10.0
18,0,return,200,200,WS 2 (Port 1),(0;0;6),897,972,972.0,30.0 + 15.0 + 30.0
19,1,target,198,198,(5;4;5),WS 2 (Port 1),845,975,975.0,30.0 + 60.0 + 30.0 + 10.0
20,0,return,198,198,WS 2 (Port 1),(0;0;5),999,1074,1074.0,30.0 + 15.0 + 30.0
21,2,reshuffle,346,199,(2;8;3),(0;0;4),920,1104,1104.0,30.0 + 124.0 + 30.0
22,1,target,199,199,(2;8;4),WS 2 (Port 1),1030,1165,1165.0,30.0 + 65.0 + 30.0 + 10.0
23,0,return,199,199,WS 2 (Port 1),(0;0;3),1197,1272,1272.0,30.0 + 15.0 + 30.0
