mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,24,134,(2;8;1),(0;0;7),50,160,160.0,30.0 + 50.0 + 30.0
2,1,reshuffle,46,134,(2;8;2),(0;0;6),80,190,190.0,30.0 + 50.0 + 30.0
3,2,reshuffle,68,134,(2;8;3),(0;0;5),110,220,220.0,30.0 + 50.0 + 30.0
4,0,reshuffle,90,134,(2;8;4),(0;0;4),210,320,320.0,30.0 + 50.0 + 30.0
5,1,reshuffle,112,134,(2;8;5),(0;0;3),240,350,350.0,30.0 + 50.0 + 30.0
6,2,target,134,134,(2;8;6),WS 1 (Port 1),270,400,400.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,134,134,WS 1 (Port 1),(0;0;2),416,486,486.0,30.0 + 10.0 + 30.0
8,1,target,152,152,(3;1;1),WS 1 (Port 1),370,470,470.0,30.0 + 30.0 + 30.0 + 10.0
9,0,return,152,152,WS 1 (Port 1),(0;0;1),518,588,588.0,30.0 + 10.0 + 30.0
10,2,target,153,153,(3;0;1),WS 1 (Port 2),415,510,510.0,30.0 + 25.0 + 30.0 + 10.0
11,1,return,153,153,WS 1 (Port 2),(0;0;0),574,644,644.0,30.0 + 10.0 + 30.0
12,2,target,154,154,(4;10;1),WS 1 (Port 1),580,730,730.0,30.0 + 80.0 + 30.0 + 10.0
13,0,return,154,154,WS 1 (Port 1),(0;1;7),794,869,869.0,30.0 + 15.0 + 30.0
14,1,target,155,155,(4;9;1),WS 1 (Port 1),709,854,854.0,30.0 + 75.0 + 30.0 + 10.0
15,1,return,155,155,WS 1 (Port 1),(0;1;6),870,945,945.0,30.0 + 15.0 + 30.0
