mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,66,13,(2;5;2),(0;0;5),35,130,130.0,30.0 + 35.0 + 30.0
2,1,reshuffle,44,13,(2;5;3),(0;0;4),65,160,160.0,30.0 + 35.0 + 30.0
3,2,target,13,13,(2;5;4),WS 1 (Port 1),95,210,210.0,30.0 + 45.0 + 30.0 + 10.0
4,0,return,13,13,WS 1 (Port 1),(0;0;3),218,288,288.0,30.0 + 10.0 + 30.0
5,1,reshuffle,37,111,(3;9;1),(0;0;2),220,340,340.0,30.0 + 60.0 + 30.0
6,2,reshuffle,6,111,(3;9;2),(0;0;1),270,390,390.0,30.0 + 60.0 + 30.0
7,0,reshuffle,337,111,(3;9;3),(0;0;0),348,468,468.0,30.0 + 60.0 + 30.0
8,1,reshuffle,191,111,(3;9;4),(0;1;5),400,515,515.0,30.0 + 55.0 + 30.0
9,2,reshuffle,144,111,(3;9;5),(0;1;4),450,565,565.0,30.0 + 55.0 + 30.0
10,0,target,111,111,(3;9;6),WS 1 (Port 1),528,668,668.0,30.0 + 70.0 + 30.0 + 10.0
11,0,return,111,111,WS 1 (Port 1),(0;1;3),672,747,747.0,30.0 + 15.0 + 30.0
12,1,reshuffle,380,154,(5;8;0),(0;1;2),575,777,777.0,30.0 + 142.0 + 30.0
13,2,reshuffle,223,154,(5;8;1),(0;1;1),625,807,807.0,30.0 + 122.0 + 30.0
14,0,reshuffle,168,154,(5;8;2),(0;1;0),807,927,927.0,30.0 + 60.0 + 30.0
15,1,target,154,154,(5;8;3),WS 1 (Port 1),837,982,982.0,30.0 + 75.0 + 30.0 + 10.0
16,0,return,154,154,WS 1 (Port 1),(1;0;1),1030,1105,1105.0,30.0 + 15.0 + 30.0
