mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,79,282,(2;0;1),(0;6;6),10,110,110.0,30.0 + 40.0 + 30.0
2,1,target,282,282,(2;0;2),WS 2 (Port 1),40,135,135.0,30.0 + 25.0 + 30.0 + 10.0
3,1,return,282,282,WS 2 (Port 1),(1;0;1),143,223,223.0,30.0 + 20.0 + 30.0
4,2,target,52,52,(0;3;3),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
5,0,return,52,52,WS 2 (Port 2),(1;0;0),155,253,253.0,30.0 + 38.0 + 30.0
6,2,target,71,71,(2;10;5),WS 2 (Port 1),180,325,325.0,30.0 + 75.0 + 30.0 + 10.0
7,0,return,71,71,WS 2 (Port 1),(1;1;2),333,418,418.0,30.0 + 25.0 + 30.0
8,1,target,273,273,(3;10;0),WS 2 (Port 1),283,433,433.0,30.0 + 80.0 + 30.0 + 10.0
9,1,return,273,273,WS 2 (Port 1),(1;1;1),441,526,526.0,30.0 + 25.0 + 30.0
10,2,target,302,302,(0;2;5),WS 2 (Port 2),340,435,435.0,30.0 + 25.0 + 30.0 + 10.0
11,0,return,302,302,WS 2 (Port 2),(0;2;5),443,528,528.0,30.0 + 25.0 + 30.0
