mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,332,332,(4;4;4),WS 2 (Port 1),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
2,0,return,332,332,WS 2 (Port 1),(1;0;1),173,253,253.0,30.0 + 20.0 + 30.0
3,1,target,79,79,(2;0;1),WS 2 (Port 2),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
4,1,return,79,79,WS 2 (Port 2),(1;0;0),121,283,283.0,30.0 + 102.0 + 30.0
5,2,target,101,101,(1;8;1),WS 2 (Port 2),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
6,2,return,101,101,WS 2 (Port 2),(0;2;4),191,276,276.0,30.0 + 25.0 + 30.0
7,0,target,275,275,(0;4;0),WS 2 (Port 1),278,383,383.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,275,275,WS 2 (Port 1),(0;2;3),399,484,484.0,30.0 + 25.0 + 30.0
9,2,target,392,392,(1;10;0),WS 2 (Port 1),321,461,461.0,30.0 + 70.0 + 30.0 + 10.0
10,1,return,392,392,WS 2 (Port 1),(0;2;2),469,554,554.0,30.0 + 25.0 + 30.0
