mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,392,392,(1;10;0),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
2,0,return,392,392,WS 2 (Port 1),(1;0;1),203,283,283.0,30.0 + 20.0 + 30.0
3,1,target,101,101,(1;8;1),WS 2 (Port 2),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,101,101,WS 2 (Port 2),(1;0;0),181,313,313.0,30.0 + 72.0 + 30.0
5,2,target,198,198,(5;4;5),WS 2 (Port 3),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
6,2,return,198,198,WS 2 (Port 3),(1;1;2),179,264,264.0,30.0 + 25.0 + 30.0
7,2,target,273,273,(3;10;0),WS 2 (Port 1),319,469,469.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,273,273,WS 2 (Port 1),(1;1;1),477,562,562.0,30.0 + 25.0 + 30.0
9,1,target,302,302,(0;2;5),WS 2 (Port 2),328,423,423.0,30.0 + 25.0 + 30.0 + 10.0
10,1,return,302,302,WS 2 (Port 2),(0;2;5),431,516,516.0,30.0 + 25.0 + 30.0
