mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,160,160,(4;4;1),WS 2 (Port 1),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
2,0,return,160,160,WS 2 (Port 1),(0;0;7),169,244,244.0,30.0 + 15.0 + 30.0
3,1,target,13,13,(1;8;1),WS 2 (Port 2),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,13,13,WS 2 (Port 2),(0;0;6),179,274,274.0,30.0 + 35.0 + 30.0
5,2,target,23,23,(2;9;1),WS 2 (Port 3),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
6,2,return,23,23,WS 2 (Port 3),(0;0;5),201,304,304.0,30.0 + 43.0 + 30.0
7,0,target,161,161,(4;3;1),WS 2 (Port 1),279,399,399.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,161,161,WS 2 (Port 1),(0;0;4),407,482,482.0,30.0 + 15.0 + 30.0
