mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,23,111,(2;9;1),(0;0;7),55,170,170.0,30.0 + 55.0 + 30.0
2,1,reshuffle,45,111,(2;9;2),(0;0;6),85,200,200.0,30.0 + 55.0 + 30.0
3,2,reshuffle,67,111,(2;9;3),(0;0;5),115,230,230.0,30.0 + 55.0 + 30.0
4,0,reshuffle,89,111,(2;9;4),(0;0;4),225,340,340.0,30.0 + 55.0 + 30.0
5,1,target,111,111,(2;9;5),WS 2 (Port 1),255,395,395.0,30.0 + 70.0 + 30.0 + 10.0
6,0,return,111,111,WS 2 (Port 1),(0;0;3),401,476,476.0,30.0 + 15.0 + 30.0
7,2,target,160,160,(4;4;1),WS 2 (Port 2),270,395,395.0,30.0 + 55.0 + 30.0 + 10.0
8,1,return,160,160,WS 2 (Port 2),(0;0;2),403,506,506.0,30.0 + 43.0 + 30.0
9,2,target,161,161,(4;3;1),WS 2 (Port 1),435,555,555.0,30.0 + 50.0 + 30.0 + 10.0
10,0,return,161,161,WS 2 (Port 1),(0;0;1),563,638,638.0,30.0 + 15.0 + 30.0
11,1,target,162,162,(4;2;1),WS 2 (Port 1),536,651,651.0,30.0 + 45.0 + 30.0 + 10.0
12,0,return,162,162,WS 2 (Port 1),(0;0;0),659,734,734.0,30.0 + 15.0 + 30.0
13,2,target,163,163,(4;1;1),WS 2 (Port 2),585,695,695.0,30.0 + 40.0 + 30.0 + 10.0
14,1,return,163,163,WS 2 (Port 2),(0;1;7),699,779,779.0,30.0 + 20.0 + 30.0
