mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,286,154,(0;9;5),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
2,1,target,154,154,(0;9;6),WS 2 (Port 1),75,205,205.0,30.0 + 60.0 + 30.0 + 10.0
3,0,return,154,154,WS 2 (Port 1),(1;0;1),269,349,349.0,30.0 + 20.0 + 30.0
4,2,target,27,27,(5;3;0),WS 2 (Port 2),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
5,1,return,27,27,WS 2 (Port 2),(1;0;0),195,379,379.0,30.0 + 124.0 + 30.0
6,2,reshuffle,110,129,(3;3;2),(0;2;3),200,280,280.0,30.0 + 20.0 + 30.0
7,2,reshuffle,364,129,(3;3;3),(0;2;2),300,380,380.0,30.0 + 20.0 + 30.0
8,0,target,129,129,(3;3;4),WS 2 (Port 1),374,489,489.0,30.0 + 45.0 + 30.0 + 10.0
9,0,return,129,129,WS 2 (Port 1),(0;2;1),559,644,644.0,30.0 + 25.0 + 30.0
10,1,reshuffle,346,241,(2;8;3),(0;2;0),424,674,674.0,30.0 + 190.0 + 30.0
11,2,reshuffle,199,241,(2;8;4),(0;3;2),454,549,549.0,30.0 + 35.0 + 30.0
12,2,reshuffle,153,241,(2;8;5),(0;3;1),584,679,679.0,30.0 + 35.0 + 30.0
13,0,reshuffle,345,241,(2;8;6),(0;3;0),684,779,779.0,30.0 + 35.0 + 30.0
14,1,target,241,241,(2;8;7),WS 2 (Port 1),714,849,849.0,30.0 + 65.0 + 30.0 + 10.0
15,0,return,241,241,WS 2 (Port 1),(1;1;2),939,1024,1024.0,30.0 + 25.0 + 30.0
