mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,275,20,(0;4;0),(0;2;4),20,90,90.0,30.0 + 10.0 + 30.0
2,1,reshuffle,184,20,(0;4;1),(0;2;3),50,120,120.0,30.0 + 10.0 + 30.0
3,2,reshuffle,92,20,(0;4;2),(0;2;2),80,150,150.0,30.0 + 10.0 + 30.0
4,0,target,20,20,(0;4;3),WS 2 (Port 1),110,215,215.0,30.0 + 35.0 + 30.0 + 10.0
5,0,return,20,20,WS 2 (Port 1),(1;0;1),221,301,301.0,30.0 + 20.0 + 30.0
6,1,reshuffle,172,28,(2;7;1),(0;2;1),155,250,250.0,30.0 + 35.0 + 30.0
7,2,target,28,28,(2;7;2),WS 2 (Port 1),185,315,315.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,28,28,WS 2 (Port 1),(1;0;0),321,401,401.0,30.0 + 20.0 + 30.0
9,1,target,57,57,(4;7;1),WS 2 (Port 1),295,435,435.0,30.0 + 70.0 + 30.0 + 10.0
10,0,return,57,57,WS 2 (Port 1),(0;2;0),441,526,526.0,30.0 + 25.0 + 30.0
11,2,target,79,79,(2;0;1),WS 2 (Port 2),330,425,425.0,30.0 + 25.0 + 30.0 + 10.0
12,1,return,79,79,WS 2 (Port 2),(1;1;2),427,512,512.0,30.0 + 25.0 + 30.0
13,2,reshuffle,377,119,(2;4;3),(0;3;2),460,535,535.0,30.0 + 15.0 + 30.0
14,1,target,119,119,(2;4;4),WS 2 (Port 1),532,647,647.0,30.0 + 45.0 + 30.0 + 10.0
15,0,return,119,119,WS 2 (Port 1),(1;1;1),651,736,736.0,30.0 + 25.0 + 30.0
16,2,reshuffle,47,161,(1;6;5),(0;3;1),555,635,635.0,30.0 + 20.0 + 30.0
17,2,target,161,161,(1;6;6),WS 2 (Port 1),655,775,775.0,30.0 + 50.0 + 30.0 + 10.0
18,0,return,161,161,WS 2 (Port 1),(1;1;0),777,862,862.0,30.0 + 25.0 + 30.0
