mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,87,87,(4;3;0),WS 2 (Port 1),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,87,87,WS 2 (Port 1),(1;0;1),161,241,241.0,30.0 + 20.0 + 30.0
3,1,target,3,3,(2;5;2),WS 2 (Port 2),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
4,1,return,3,3,WS 2 (Port 2),(1;0;0),161,271,271.0,30.0 + 50.0 + 30.0
5,2,target,57,57,(4;7;1),WS 2 (Port 3),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
6,2,return,57,57,WS 2 (Port 3),(0;2;4),201,286,286.0,30.0 + 25.0 + 30.0
7,0,target,59,59,(4;0;6),WS 2 (Port 1),256,361,361.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,59,59,WS 2 (Port 1),(0;2;3),363,448,448.0,30.0 + 25.0 + 30.0
9,1,target,189,189,(0;5;0),WS 2 (Port 1),301,411,411.0,30.0 + 40.0 + 30.0 + 10.0
10,1,return,189,189,WS 2 (Port 1),(0;2;2),419,504,504.0,30.0 + 25.0 + 30.0
11,2,target,271,271,(4;0;7),WS 2 (Port 2),316,421,421.0,30.0 + 35.0 + 30.0 + 10.0
12,2,return,271,271,WS 2 (Port 2),(0;2;1),437,534,534.0,30.0 + 37.0 + 30.0
