mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,102,34,(2;9;0),(0;2;4),55,160,160.0,30.0 + 45.0 + 30.0
2,1,reshuffle,264,34,(2;9;1),(0;2;3),85,190,190.0,30.0 + 45.0 + 30.0
3,2,reshuffle,31,34,(2;9;2),(0;2;2),115,220,220.0,30.0 + 45.0 + 30.0
4,0,reshuffle,89,34,(2;9;3),(0;2;1),205,310,310.0,30.0 + 45.0 + 30.0
5,1,reshuffle,238,34,(2;9;4),(0;2;0),235,340,340.0,30.0 + 45.0 + 30.0
6,2,reshuffle,93,34,(2;9;5),(0;3;2),265,365,365.0,30.0 + 40.0 + 30.0
7,0,reshuffle,298,34,(2;9;6),(0;3;1),355,455,455.0,30.0 + 40.0 + 30.0
8,1,target,34,34,(2;9;7),WS 2 (Port 1),385,525,525.0,30.0 + 70.0 + 30.0 + 10.0
9,0,return,34,34,WS 2 (Port 1),(1;0;1),527,607,607.0,30.0 + 20.0 + 30.0
10,2,target,56,56,(0;0;0),WS 2 (Port 2),380,465,465.0,30.0 + 15.0 + 30.0 + 10.0
11,2,return,56,56,WS 2 (Port 2),(0;0;0),469,544,544.0,30.0 + 15.0 + 30.0
12,1,target,57,57,(4;7;1),WS 2 (Port 1),585,725,725.0,30.0 + 70.0 + 30.0 + 10.0
13,0,return,57,57,WS 2 (Port 1),(1;0;0),727,807,807.0,30.0 + 20.0 + 30.0
14,2,reshuffle,51,157,(5;0;2),(0;3;0),569,669,669.0,30.0 + 40.0 + 30.0
15,2,reshuffle,228,157,(5;0;3),(0;6;6),709,824,824.0,30.0 + 55.0 + 30.0
16,1,reshuffle,353,157,(5;0;4),(0;7;2),755,875,875.0,30.0 + 60.0 + 30.0
17,0,reshuffle,96,157,(5;0;5),(0;7;1),827,947,947.0,30.0 + 60.0 + 30.0
18,2,reshuffle,365,157,(5;0;6),(0;7;0),879,999,999.0,30.0 + 60.0 + 30.0
19,1,target,157,157,(5;0;7),WS 2 (Port 1),935,1045,1045.0,30.0 + 40.0 + 30.0 + 10.0
20,0,return,157,157,WS 2 (Port 1),(1;1;2),1047,1132,1132.0,30.0 + 25.0 + 30.0
21,2,reshuffle,316,180,(1;7;0),(0;8;5),1004,1074,1074.0,30.0 + 10.0 + 30.0
22,2,reshuffle,5,180,(1;7;1),(0;8;4),1084,1154,1154.0,30.0 + 10.0 + 30.0
23,1,reshuffle,187,180,(1;7;2),(0;8;3),1114,1184,1184.0,30.0 + 10.0 + 30.0
24,0,reshuffle,105,180,(1;7;3),(0;8;2),1162,1232,1232.0,30.0 + 10.0 + 30.0
25,2,target,180,180,(1;7;4),WS 2 (Port 1),1192,1317,1317.0,30.0 + 55.0 + 30.0 + 10.0
26,0,return,180,180,WS 2 (Port 1),(1;1;1),1319,1404,1404.0,30.0 + 25.0 + 30.0
27,1,reshuffle,174,33,(2;3;2),(0;8;1),1219,1314,1314.0,30.0 + 35.0 + 30.0
28,2,reshuffle,349,33,(2;3;3),(0;9;4),1347,1447,1447.0,30.0 + 40.0 + 30.0
29,1,target,33,33,(2;3;4),WS 2 (Port 1),1377,1487,1487.0,30.0 + 40.0 + 30.0 + 10.0
30,0,return,33,33,WS 2 (Port 1),(1;1;0),1491,1576,1576.0,30.0 + 25.0 + 30.0
31,2,target,228,228,(0;6;6),WS 1 (Port 1),1462,1572,1572.0,30.0 + 40.0 + 30.0 + 10.0
32,1,return,228,228,WS 1 (Port 1),(2;0;0),1576,1656,1656.0,30.0 + 20.0 + 30.0
33,0,target,135,135,(5;6;1),WS 1 (Port 1),1621,1756,1756.0,30.0 + 65.0 + 30.0 + 10.0
34,0,return,135,135,WS 1 (Port 1),(1;2;3),1758,1843,1843.0,30.0 + 25.0 + 30.0
35,2,target,174,174,(0;8;1),WS 1 (Port 2),1612,1732,1732.0,30.0 + 50.0 + 30.0 + 10.0
36,1,return,174,174,WS 1 (Port 2),(1;2;2),1734,1873,1873.0,30.0 + 79.0 + 30.0
37,2,reshuffle,273,195,(3;10;0),(0;6;6),1797,1892,1892.0,30.0 + 35.0 + 30.0
38,0,reshuffle,323,195,(3;10;1),(0;6;5),1893,1988,1988.0,30.0 + 35.0 + 30.0
39,1,reshuffle,290,195,(3;10;2),(0;6;4),1923,2018,2018.0,30.0 + 35.0 + 30.0
40,2,target,195,195,(3;10;3),WS 1 (Port 1),1953,2098,2098.0,30.0 + 75.0 + 30.0 + 10.0
41,0,return,195,195,WS 1 (Port 1),(1;2;1),2108,2193,2193.0,30.0 + 25.0 + 30.0
42,1,target,346,346,(2;8;3),WS 1 (Port 1),2038,2168,2168.0,30.0 + 60.0 + 30.0 + 10.0
43,1,return,346,346,WS 1 (Port 1),(1;2;0),2170,2255,2255.0,30.0 + 25.0 + 30.0
44,2,target,110,110,(3;3;2),WS 1 (Port 1),2128,2238,2238.0,30.0 + 40.0 + 30.0 + 10.0
45,0,return,110,110,WS 1 (Port 1),(2;1;1),2240,2325,2325.0,30.0 + 25.0 + 30.0
46,2,target,112,112,(3;9;0),WS 1 (Port 1),2298,2438,2438.0,30.0 + 70.0 + 30.0 + 10.0
47,0,return,112,112,WS 1 (Port 1),(2;1;0),2440,2525,2525.0,30.0 + 25.0 + 30.0
