mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,35,(1;4;0),(0;6;6),25,100,100.0,30.0 + 15.0 + 30.0
2,1,target,35,35,(1;4;1),WS 1 (Port 1),55,160,160.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,35,35,WS 1 (Port 1),(1;0;1),170,245,245.0,30.0 + 15.0 + 30.0
4,2,target,302,302,(0;2;5),WS 1 (Port 2),10,100,100.0,30.0 + 20.0 + 30.0 + 10.0
5,1,return,302,302,WS 1 (Port 2),(1;0;0),150,275,275.0,30.0 + 65.0 + 30.0
6,2,target,273,273,(3;10;0),WS 1 (Port 1),165,310,310.0,30.0 + 75.0 + 30.0 + 10.0
7,0,return,273,273,WS 1 (Port 1),(0;2;5),318,398,398.0,30.0 + 20.0 + 30.0
8,1,target,71,71,(2;10;5),WS 1 (Port 1),330,470,470.0,30.0 + 70.0 + 30.0 + 10.0
9,0,return,71,71,WS 1 (Port 1),(0;2;4),476,556,556.0,30.0 + 20.0 + 30.0
10,2,target,52,52,(0;3;3),WS 1 (Port 2),325,420,420.0,30.0 + 25.0 + 30.0 + 10.0
11,1,return,52,52,WS 1 (Port 2),(0;2;3),460,586,586.0,30.0 + 66.0 + 30.0
