mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,135,135,(5;6;1),WS 1 (Port 1),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
2,0,return,135,135,WS 1 (Port 1),(1;0;1),206,281,281.0,30.0 + 15.0 + 30.0
3,1,reshuffle,346,153,(2;8;3),(0;2;4),50,150,150.0,30.0 + 40.0 + 30.0
4,2,reshuffle,199,153,(2;8;4),(0;2;3),80,180,180.0,30.0 + 40.0 + 30.0
5,1,target,153,153,(2;8;5),WS 1 (Port 1),190,320,320.0,30.0 + 60.0 + 30.0 + 10.0
6,0,return,153,153,WS 1 (Port 1),(1;0;0),384,459,459.0,30.0 + 15.0 + 30.0
7,2,reshuffle,286,154,(0;9;5),(0;2;2),215,310,310.0,30.0 + 35.0 + 30.0
8,2,target,154,154,(0;9;6),WS 1 (Port 1),345,470,470.0,30.0 + 55.0 + 30.0 + 10.0
9,0,return,154,154,WS 1 (Port 1),(0;2;1),534,614,614.0,30.0 + 20.0 + 30.0
10,1,reshuffle,189,155,(0;5;0),(0;2;0),345,644,644.0,30.0 + 239.0 + 30.0
11,2,reshuffle,202,155,(0;5;1),(0;3;2),495,565,565.0,30.0 + 10.0 + 30.0
12,2,reshuffle,67,155,(0;5;2),(0;3;1),575,645,645.0,30.0 + 10.0 + 30.0
13,0,target,155,155,(0;5;3),WS 1 (Port 1),629,734,734.0,30.0 + 35.0 + 30.0 + 10.0
14,0,return,155,155,WS 1 (Port 1),(1;1;2),798,878,878.0,30.0 + 20.0 + 30.0
