mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,392,206,(1;10;0),(0;2;4),55,160,160.0,30.0 + 45.0 + 30.0
2,1,reshuffle,235,206,(1;10;1),(0;2;3),85,190,190.0,30.0 + 45.0 + 30.0
3,2,reshuffle,304,206,(1;10;2),(0;2;2),115,220,220.0,30.0 + 45.0 + 30.0
4,0,target,206,206,(1;10;3),WS 2 (Port 1),205,345,345.0,30.0 + 70.0 + 30.0 + 10.0
5,0,return,206,206,WS 2 (Port 1),(1;0;1),513,593,593.0,30.0 + 20.0 + 30.0
6,1,reshuffle,274,97,(3;8;1),(0;2;1),235,340,340.0,30.0 + 45.0 + 30.0
7,2,reshuffle,384,97,(3;8;2),(0;2;0),265,370,370.0,30.0 + 45.0 + 30.0
8,1,reshuffle,265,97,(3;8;3),(0;3;2),385,485,485.0,30.0 + 40.0 + 30.0
9,2,reshuffle,141,97,(3;8;4),(0;3;1),415,515,515.0,30.0 + 40.0 + 30.0
10,1,reshuffle,18,97,(3;8;5),(0;3;0),525,625,625.0,30.0 + 40.0 + 30.0
11,2,reshuffle,237,97,(3;8;6),(0;6;6),555,640,640.0,30.0 + 25.0 + 30.0
12,0,target,97,97,(3;8;7),WS 2 (Port 1),643,783,783.0,30.0 + 70.0 + 30.0 + 10.0
13,0,return,97,97,WS 2 (Port 1),(1;0;0),827,907,907.0,30.0 + 20.0 + 30.0
14,1,reshuffle,23,145,(4;5;0),(0;6;5),655,740,740.0,30.0 + 25.0 + 30.0
15,2,reshuffle,205,145,(4;5;1),(0;6;4),685,770,770.0,30.0 + 25.0 + 30.0
16,1,reshuffle,358,145,(4;5;2),(0;6;3),765,850,850.0,30.0 + 25.0 + 30.0
17,2,reshuffle,248,145,(4;5;3),(0;6;2),795,880,880.0,30.0 + 25.0 + 30.0
18,1,target,145,145,(4;5;4),WS 2 (Port 1),875,1005,1005.0,30.0 + 60.0 + 30.0 + 10.0
19,0,return,145,145,WS 2 (Port 1),(1;1;2),1013,1098,1098.0,30.0 + 25.0 + 30.0
