mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,45,54,(5;2;5),(0;2;4),35,120,120.0,30.0 + 25.0 + 30.0
2,1,reshuffle,245,54,(5;2;6),(0;2;3),65,150,150.0,30.0 + 25.0 + 30.0
3,2,target,54,54,(5;2;7),WS 2 (Port 1),95,215,215.0,30.0 + 50.0 + 30.0 + 10.0
4,0,return,54,54,WS 2 (Port 1),(1;0;1),219,299,299.0,30.0 + 20.0 + 30.0
5,1,target,316,316,(1;7;0),WS 2 (Port 1),180,305,305.0,30.0 + 55.0 + 30.0 + 10.0
6,1,return,316,316,WS 2 (Port 1),(1;0;0),309,389,389.0,30.0 + 20.0 + 30.0
7,2,target,5,5,(1;7;1),WS 2 (Port 1),260,385,385.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,5,5,WS 2 (Port 1),(0;2;2),389,474,474.0,30.0 + 25.0 + 30.0
