mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,234,234,(0;7;3),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,234,234,WS 1 (Port 1),(1;0;1),158,233,233.0,30.0 + 15.0 + 30.0
3,1,target,56,56,(0;0;0),WS 1 (Port 2),0,80,80.0,30.0 + 10.0 + 30.0 + 10.0
4,1,return,56,56,WS 1 (Port 2),(0;0;0),88,158,158.0,30.0 + 10.0 + 30.0
5,2,target,135,135,(5;6;1),WS 1 (Port 2),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
6,1,return,135,135,WS 1 (Port 2),(1;0;0),194,269,269.0,30.0 + 15.0 + 30.0
7,2,target,183,183,(3;5;2),WS 1 (Port 1),230,350,350.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,183,183,WS 1 (Port 1),(0;2;4),354,434,434.0,30.0 + 20.0 + 30.0
9,1,target,189,189,(0;5;0),WS 1 (Port 1),299,404,404.0,30.0 + 35.0 + 30.0 + 10.0
10,1,return,189,189,WS 1 (Port 1),(0;2;3),406,486,486.0,30.0 + 20.0 + 30.0
11,2,target,198,198,(5;4;5),WS 1 (Port 1),395,520,520.0,30.0 + 55.0 + 30.0 + 10.0
12,0,return,198,198,WS 1 (Port 1),(0;2;2),524,604,604.0,30.0 + 20.0 + 30.0
13,1,target,286,286,(0;9;5),WS 1 (Port 1),521,646,646.0,30.0 + 55.0 + 30.0 + 10.0
14,0,return,286,286,WS 1 (Port 1),(0;2;1),648,728,728.0,30.0 + 20.0 + 30.0
