mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,386,186,(1;2;4),(0;2;4),15,80,80.0,30.0 + 5.0 + 30.0
2,1,target,186,186,(1;2;5),WS 1 (Port 1),45,140,140.0,30.0 + 25.0 + 30.0 + 10.0
3,0,return,186,186,WS 1 (Port 1),(1;0;1),144,219,219.0,30.0 + 15.0 + 30.0
4,2,target,392,392,(1;10;0),WS 1 (Port 1),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
5,1,return,392,392,WS 1 (Port 1),(1;0;0),194,269,269.0,30.0 + 15.0 + 30.0
6,2,target,102,102,(2;9;0),WS 1 (Port 1),245,380,380.0,30.0 + 65.0 + 30.0 + 10.0
7,0,return,102,102,WS 1 (Port 1),(0;2;3),382,462,462.0,30.0 + 20.0 + 30.0
8,1,target,36,36,(1;9;0),WS 1 (Port 1),314,444,444.0,30.0 + 60.0 + 30.0 + 10.0
9,1,return,36,36,WS 1 (Port 1),(0;2;2),446,526,526.0,30.0 + 20.0 + 30.0
10,2,target,23,23,(4;5;0),WS 1 (Port 1),425,550,550.0,30.0 + 55.0 + 30.0 + 10.0
11,0,return,23,23,WS 1 (Port 1),(0;2;1),552,632,632.0,30.0 + 20.0 + 30.0
12,1,target,189,189,(0;5;0),WS 1 (Port 1),541,646,646.0,30.0 + 35.0 + 30.0 + 10.0
13,1,return,189,189,WS 1 (Port 1),(0;2;0),648,728,728.0,30.0 + 20.0 + 30.0
