mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,174,33,(2;3;2),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,reshuffle,349,33,(2;3;3),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
3,2,target,33,33,(2;3;4),WS 1 (Port 1),85,190,190.0,30.0 + 35.0 + 30.0 + 10.0
4,0,return,33,33,WS 1 (Port 1),(1;0;1),220,295,295.0,30.0 + 15.0 + 30.0
5,1,target,47,47,(1;6;5),WS 1 (Port 1),155,270,270.0,30.0 + 45.0 + 30.0 + 10.0
6,1,return,47,47,WS 1 (Port 1),(1;0;0),288,363,363.0,30.0 + 15.0 + 30.0
7,2,target,52,52,(0;3;3),WS 1 (Port 2),205,300,300.0,30.0 + 25.0 + 30.0 + 10.0
8,2,return,52,52,WS 1 (Port 2),(0;2;2),308,388,388.0,30.0 + 20.0 + 30.0
9,0,target,71,71,(2;10;5),WS 1 (Port 1),350,490,490.0,30.0 + 70.0 + 30.0 + 10.0
10,0,return,71,71,WS 1 (Port 1),(0;2;1),494,574,574.0,30.0 + 20.0 + 30.0
11,1,target,114,114,(4;10;1),WS 1 (Port 1),428,578,578.0,30.0 + 80.0 + 30.0 + 10.0
12,0,return,114,114,WS 1 (Port 1),(0;2;0),674,754,754.0,30.0 + 20.0 + 30.0
13,2,target,135,135,(5;6;1),WS 1 (Port 2),433,568,568.0,30.0 + 65.0 + 30.0 + 10.0
14,1,return,135,135,WS 1 (Port 2),(1;1;2),628,708,708.0,30.0 + 20.0 + 30.0
15,2,target,255,255,(0;1;0),WS 1 (Port 3),573,658,658.0,30.0 + 15.0 + 30.0 + 10.0
16,1,return,255,255,WS 1 (Port 3),(0;1;0),754,829,829.0,30.0 + 15.0 + 30.0
