mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,162,162,(4;2;1),WS 1 (Port 1),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,162,162,WS 1 (Port 1),(0;0;7),148,218,218.0,30.0 + 10.0 + 30.0
3,1,target,160,160,(4;4;1),WS 1 (Port 2),40,160,160.0,30.0 + 50.0 + 30.0 + 10.0
4,1,return,160,160,WS 1 (Port 2),(0;0;6),168,248,248.0,30.0 + 20.0 + 30.0
5,2,target,161,161,(4;3;1),WS 1 (Port 3),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,161,161,WS 1 (Port 3),(0;0;5),158,278,278.0,30.0 + 60.0 + 30.0
7,0,target,163,163,(4;1;1),WS 1 (Port 1),243,348,348.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,163,163,WS 1 (Port 1),(0;0;4),352,422,422.0,30.0 + 10.0 + 30.0
9,1,target,27,27,(2;5;1),WS 2 (Port 1),283,403,403.0,30.0 + 50.0 + 30.0 + 10.0
10,1,return,27,27,WS 2 (Port 1),(0;0;3),429,504,504.0,30.0 + 15.0 + 30.0
11,2,target,164,164,(4;0;1),WS 1 (Port 1),298,398,398.0,30.0 + 30.0 + 30.0 + 10.0
12,0,return,164,164,WS 1 (Port 1),(0;0;2),432,534,534.0,30.0 + 42.0 + 30.0
