mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,79,211,(1;7;2),(0;0;5),40,140,140.0,30.0 + 40.0 + 30.0
2,1,reshuffle,57,211,(1;7;3),(0;0;4),70,170,170.0,30.0 + 40.0 + 30.0
3,2,reshuffle,26,211,(1;7;4),(0;0;3),100,200,200.0,30.0 + 40.0 + 30.0
4,0,reshuffle,357,211,(1;7;5),(0;0;2),180,280,280.0,30.0 + 40.0 + 30.0
5,1,target,211,211,(1;7;6),WS 2 (Port 1),210,335,335.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,211,211,WS 2 (Port 1),(0;0;1),355,430,430.0,30.0 + 15.0 + 30.0
7,2,reshuffle,376,150,(5;4;0),(0;0;0),245,460,460.0,30.0 + 155.0 + 30.0
8,1,reshuffle,219,150,(5;4;1),(0;1;5),385,485,485.0,30.0 + 40.0 + 30.0
9,0,reshuffle,164,150,(5;4;2),(0;1;4),475,575,575.0,30.0 + 40.0 + 30.0
10,2,target,150,150,(5;4;3),WS 1 (Port 1),505,630,630.0,30.0 + 55.0 + 30.0 + 10.0
11,0,return,150,150,WS 1 (Port 1),(0;1;3),634,709,709.0,30.0 + 15.0 + 30.0
12,1,reshuffle,387,128,(4;4;1),(0;1;2),520,739,739.0,30.0 + 159.0 + 30.0
13,2,reshuffle,321,128,(4;4;2),(0;1;1),670,769,769.0,30.0 + 39.0 + 30.0
14,0,reshuffle,230,128,(4;4;3),(0;1;0),744,839,839.0,30.0 + 35.0 + 30.0
15,1,reshuffle,175,128,(4;4;4),(0;2;5),774,864,864.0,30.0 + 30.0 + 30.0
16,2,target,128,128,(4;4;5),WS 1 (Port 1),804,924,924.0,30.0 + 50.0 + 30.0 + 10.0
17,0,return,128,128,WS 1 (Port 1),(1;0;1),942,1017,1017.0,30.0 + 15.0 + 30.0
