mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,64,11,(2;3;2),(0;0;5),25,110,110.0,30.0 + 25.0 + 30.0
2,1,reshuffle,42,11,(2;3;3),(0;0;4),55,140,140.0,30.0 + 25.0 + 30.0
3,2,target,11,11,(2;3;4),WS 1 (Port 1),85,190,190.0,30.0 + 35.0 + 30.0 + 10.0
4,0,return,11,11,WS 1 (Port 1),(0;0;3),192,262,262.0,30.0 + 10.0 + 30.0
5,1,reshuffle,63,10,(2;2;2),(0;0;2),160,292,292.0,30.0 + 72.0 + 30.0
6,2,reshuffle,41,10,(2;2;3),(0;0;1),210,322,322.0,30.0 + 52.0 + 30.0
7,0,target,10,10,(2;2;4),WS 1 (Port 1),282,382,382.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,10,10,WS 1 (Port 1),(0;0;0),406,476,476.0,30.0 + 10.0 + 30.0
9,1,reshuffle,79,211,(1;7;2),(0;1;5),332,427,427.0,30.0 + 35.0 + 30.0
10,2,reshuffle,57,211,(1;7;3),(0;1;4),362,457,457.0,30.0 + 35.0 + 30.0
11,1,reshuffle,26,211,(1;7;4),(0;1;3),462,557,557.0,30.0 + 35.0 + 30.0
12,2,reshuffle,357,211,(1;7;5),(0;1;2),492,587,587.0,30.0 + 35.0 + 30.0
13,0,target,211,211,(1;7;6),WS 1 (Port 1),522,642,642.0,30.0 + 50.0 + 30.0 + 10.0
14,0,return,211,211,WS 1 (Port 1),(0;1;1),644,719,719.0,30.0 + 15.0 + 30.0
15,1,reshuffle,38,112,(3;10;1),(0;1;0),617,749,749.0,30.0 + 72.0 + 30.0
16,2,reshuffle,7,112,(3;10;2),(0;2;5),647,762,762.0,30.0 + 55.0 + 30.0
17,0,reshuffle,338,112,(3;10;3),(0;2;4),779,894,894.0,30.0 + 55.0 + 30.0
18,1,reshuffle,192,112,(3;10;4),(0;2;3),809,924,924.0,30.0 + 55.0 + 30.0
19,2,reshuffle,145,112,(3;10;5),(0;2;2),839,954,954.0,30.0 + 55.0 + 30.0
20,0,target,112,112,(3;10;6),WS 1 (Port 1),949,1094,1094.0,30.0 + 75.0 + 30.0 + 10.0
21,0,return,112,112,WS 1 (Port 1),(1;0;1),1106,1181,1181.0,30.0 + 15.0 + 30.0
22,1,reshuffle,37,111,(3;9;1),(0;2;1),974,1084,1084.0,30.0 + 50.0 + 30.0
23,2,reshuffle,6,111,(3;9;2),(0;2;0),1004,1114,1114.0,30.0 + 50.0 + 30.0
24,1,reshuffle,337,111,(3;9;3),(0;3;5),1134,1239,1239.0,30.0 + 45.0 + 30.0
25,2,reshuffle,191,111,(3;9;4),(0;3;4),1164,1269,1269.0,30.0 + 45.0 + 30.0
26,0,reshuffle,144,111,(3;9;5),(0;3;3),1236,1341,1341.0,30.0 + 45.0 + 30.0
27,1,target,111,111,(3;9;6),WS 1 (Port 1),1284,1424,1424.0,30.0 + 70.0 + 30.0 + 10.0
28,0,return,111,111,WS 1 (Port 1),(1;0;0),1448,1523,1523.0,30.0 + 15.0 + 30.0
