mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,302,8,(0;2;5),(0;3;2),10,75,75.0,30.0 + 5.0 + 30.0
2,1,target,8,8,(0;2;6),WS 2 (Port 1),40,135,135.0,30.0 + 25.0 + 30.0 + 10.0
3,0,return,8,8,WS 2 (Port 1),(1;0;1),145,225,225.0,30.0 + 20.0 + 30.0
4,2,target,13,13,(3;0;0),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
5,1,return,13,13,WS 2 (Port 2),(1;0;0),125,255,255.0,30.0 + 70.0 + 30.0
6,2,target,22,22,(5;1;4),WS 2 (Port 1),150,265,265.0,30.0 + 45.0 + 30.0 + 10.0
7,0,return,22,22,WS 2 (Port 1),(0;2;6),267,352,352.0,30.0 + 25.0 + 30.0
8,1,target,189,189,(0;5;0),WS 2 (Port 1),285,395,395.0,30.0 + 40.0 + 30.0 + 10.0
9,0,return,189,189,WS 2 (Port 1),(0;2;5),399,484,484.0,30.0 + 25.0 + 30.0
10,2,target,273,273,(3;10;0),WS 2 (Port 1),335,485,485.0,30.0 + 80.0 + 30.0 + 10.0
11,1,return,273,273,WS 2 (Port 1),(0;2;4),489,574,574.0,30.0 + 25.0 + 30.0
12,0,target,302,302,(0;3;2),WS 2 (Port 1),489,589,589.0,30.0 + 30.0 + 30.0 + 10.0
13,0,return,302,302,WS 2 (Port 1),(0;2;3),599,684,684.0,30.0 + 25.0 + 30.0
14,2,target,392,392,(1;10;0),WS 2 (Port 1),545,685,685.0,30.0 + 70.0 + 30.0 + 10.0
15,1,return,392,392,WS 2 (Port 1),(0;2;2),693,778,778.0,30.0 + 25.0 + 30.0
