mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,234,234,(0;7;3),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,234,234,WS 1 (Port 1),(1;0;1),158,233,233.0,30.0 + 15.0 + 30.0
3,1,target,44,44,(2;1;2),WS 1 (Port 2),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
4,1,return,44,44,WS 1 (Port 2),(1;0;0),118,263,263.0,30.0 + 85.0 + 30.0
5,2,target,56,56,(0;0;0),WS 1 (Port 3),0,80,80.0,30.0 + 10.0 + 30.0 + 10.0
6,2,return,56,56,WS 1 (Port 3),(0;0;0),88,158,158.0,30.0 + 10.0 + 30.0
7,2,target,134,134,(1;3;5),WS 1 (Port 1),178,278,278.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,134,134,WS 1 (Port 1),(0;2;4),294,374,374.0,30.0 + 20.0 + 30.0
9,1,target,150,150,(1;4;0),WS 1 (Port 1),283,388,388.0,30.0 + 35.0 + 30.0 + 10.0
10,0,return,150,150,WS 1 (Port 1),(0;2;3),396,476,476.0,30.0 + 20.0 + 30.0
11,2,target,183,183,(3;5;2),WS 1 (Port 1),318,438,438.0,30.0 + 50.0 + 30.0 + 10.0
12,1,return,183,183,WS 1 (Port 1),(0;2;2),446,526,526.0,30.0 + 20.0 + 30.0
13,2,target,193,193,(1;5;0),WS 1 (Port 1),468,578,578.0,30.0 + 40.0 + 30.0 + 10.0
14,0,return,193,193,WS 1 (Port 1),(0;2;1),586,666,666.0,30.0 + 20.0 + 30.0
15,1,target,275,275,(0;4;0),WS 1 (Port 1),536,636,636.0,30.0 + 30.0 + 30.0 + 10.0
16,1,return,275,275,WS 1 (Port 1),(0;2;0),652,732,732.0,30.0 + 20.0 + 30.0
17,2,target,332,332,(4;4;4),WS 1 (Port 1),618,738,738.0,30.0 + 50.0 + 30.0 + 10.0
18,0,return,332,332,WS 1 (Port 1),(1;1;2),746,826,826.0,30.0 + 20.0 + 30.0
