mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,164,164,(4;0;1),WS 2 (Port 1),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
2,0,return,164,164,WS 2 (Port 1),(0;0;7),129,204,204.0,30.0 + 15.0 + 30.0
3,1,target,161,161,(4;3;1),WS 2 (Port 2),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
4,1,return,161,161,WS 2 (Port 2),(0;0;6),163,238,238.0,30.0 + 15.0 + 30.0
5,2,target,3,3,(5;7;0),WS 2 (Port 1),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
6,0,return,3,3,WS 2 (Port 1),(0;0;5),221,296,296.0,30.0 + 15.0 + 30.0
7,2,target,11,11,(1;10;1),WS 1 (Port 1),265,400,400.0,30.0 + 65.0 + 30.0 + 10.0
8,0,return,11,11,WS 1 (Port 1),(0;0;4),408,478,478.0,30.0 + 10.0 + 30.0
9,1,target,10,10,(5;0;0),WS 1 (Port 2),263,368,368.0,30.0 + 35.0 + 30.0 + 10.0
10,1,return,10,10,WS 1 (Port 2),(0;0;3),392,508,508.0,30.0 + 56.0 + 30.0
