mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,368,378,(2;2;0),(0;2;4),20,90,90.0,30.0 + 10.0 + 30.0
2,1,reshuffle,73,378,(2;2;1),(0;2;3),50,120,120.0,30.0 + 10.0 + 30.0
3,2,reshuffle,247,378,(2;2;2),(0;2;2),80,150,150.0,30.0 + 10.0 + 30.0
4,0,reshuffle,291,378,(2;2;3),(0;2;1),110,180,180.0,30.0 + 10.0 + 30.0
5,1,target,378,378,(2;2;4),WS 1 (Port 1),140,240,240.0,30.0 + 30.0 + 30.0 + 10.0
6,0,return,378,378,WS 1 (Port 1),(1;0;1),264,339,339.0,30.0 + 15.0 + 30.0
7,2,reshuffle,308,366,(5;8;2),(0;2;0),205,320,320.0,30.0 + 55.0 + 30.0
8,1,target,366,366,(5;8;3),WS 1 (Port 1),305,450,450.0,30.0 + 75.0 + 30.0 + 10.0
9,0,return,366,366,WS 1 (Port 1),(1;0;0),550,625,625.0,30.0 + 15.0 + 30.0
10,2,target,101,101,(1;8;1),WS 1 (Port 2),355,480,480.0,30.0 + 55.0 + 30.0 + 10.0
11,1,return,101,101,WS 1 (Port 2),(1;1;2),504,584,584.0,30.0 + 20.0 + 30.0
12,2,reshuffle,45,54,(5;2;5),(0;3;2),515,605,605.0,30.0 + 30.0 + 30.0
13,1,reshuffle,245,54,(5;2;6),(0;3;1),609,699,699.0,30.0 + 30.0 + 30.0
14,2,target,54,54,(5;2;7),WS 1 (Port 1),639,754,754.0,30.0 + 45.0 + 30.0 + 10.0
15,0,return,54,54,WS 1 (Port 1),(1;1;1),766,846,846.0,30.0 + 20.0 + 30.0
16,1,reshuffle,134,1,(1;3;5),(0;3;0),704,769,769.0,30.0 + 5.0 + 30.0
17,1,target,1,1,(1;3;6),WS 1 (Port 1),774,874,874.0,30.0 + 30.0 + 30.0 + 10.0
18,0,return,1,1,WS 1 (Port 1),(1;1;0),882,962,962.0,30.0 + 20.0 + 30.0
