mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,255,255,(0;1;0),WS 1 (Port 1),5,90,90.0,30.0 + 15.0 + 30.0 + 10.0
2,0,return,255,255,WS 1 (Port 1),(1;0;1),92,167,167.0,30.0 + 15.0 + 30.0
3,1,target,101,101,(1;8;1),WS 1 (Port 1),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
4,1,return,101,101,WS 1 (Port 1),(1;0;0),172,247,247.0,30.0 + 15.0 + 30.0
5,2,target,45,45,(5;2;5),WS 1 (Port 2),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,45,45,WS 1 (Port 2),(0;2;4),154,234,234.0,30.0 + 20.0 + 30.0
7,0,target,377,377,(2;4;3),WS 1 (Port 1),192,302,302.0,30.0 + 40.0 + 30.0 + 10.0
8,0,return,377,377,WS 1 (Port 1),(0;2;3),382,462,462.0,30.0 + 20.0 + 30.0
9,2,target,388,388,(0;1;1),WS 1 (Port 2),239,324,324.0,30.0 + 15.0 + 30.0 + 10.0
10,1,return,388,388,WS 1 (Port 2),(0;1;1),330,405,405.0,30.0 + 15.0 + 30.0
