mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,87,87,(4;3;0),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,87,87,WS 1 (Port 1),(1;0;1),152,227,227.0,30.0 + 15.0 + 30.0
3,1,target,23,23,(4;5;0),WS 1 (Port 2),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
4,1,return,23,23,WS 1 (Port 2),(1;0;0),172,257,257.0,30.0 + 25.0 + 30.0
5,2,target,3,3,(2;5;2),WS 1 (Port 3),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,3,3,WS 1 (Port 3),(0;2;4),156,236,236.0,30.0 + 20.0 + 30.0
7,0,target,79,79,(2;0;1),WS 1 (Port 1),232,322,322.0,30.0 + 20.0 + 30.0 + 10.0
8,0,return,79,79,WS 1 (Port 1),(0;2;3),338,418,418.0,30.0 + 20.0 + 30.0
9,2,target,135,135,(5;6;1),WS 1 (Port 1),281,416,416.0,30.0 + 65.0 + 30.0 + 10.0
10,1,return,135,135,WS 1 (Port 1),(0;2;2),434,514,514.0,30.0 + 20.0 + 30.0
11,0,target,332,332,(4;4;4),WS 1 (Port 1),448,568,568.0,30.0 + 50.0 + 30.0 + 10.0
12,0,return,332,332,WS 1 (Port 1),(0;2;1),584,664,664.0,30.0 + 20.0 + 30.0
13,2,target,56,56,(0;0;0),WS 1 (Port 2),416,496,496.0,30.0 + 10.0 + 30.0 + 10.0
14,2,return,56,56,WS 1 (Port 2),(0;0;0),500,570,570.0,30.0 + 10.0 + 30.0
