mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,60,60,(1;10;3),WS 1 (Port 1),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
2,0,return,60,60,WS 1 (Port 1),(0;0;5),198,268,268.0,30.0 + 10.0 + 30.0
3,1,target,61,61,(2;0;2),WS 1 (Port 2),10,100,100.0,30.0 + 20.0 + 30.0 + 10.0
4,1,return,61,61,WS 1 (Port 2),(0;0;4),108,298,298.0,30.0 + 130.0 + 30.0
5,2,reshuffle,79,57,(1;7;2),(0;0;3),40,328,328.0,30.0 + 228.0 + 30.0
6,0,target,57,57,(1;7;3),WS 1 (Port 1),308,428,428.0,30.0 + 50.0 + 30.0 + 10.0
7,0,return,57,57,WS 1 (Port 1),(0;0;2),436,506,506.0,30.0 + 10.0 + 30.0
8,1,reshuffle,395,103,(3;1;1),(0;0;1),318,536,536.0,30.0 + 158.0 + 30.0
9,2,reshuffle,329,103,(3;1;2),(0;0;0),348,566,566.0,30.0 + 158.0 + 30.0
10,0,reshuffle,238,103,(3;1;3),(0;1;5),526,601,601.0,30.0 + 15.0 + 30.0
11,1,reshuffle,183,103,(3;1;4),(0;1;4),556,631,631.0,30.0 + 15.0 + 30.0
12,2,reshuffle,136,103,(3;1;5),(0;1;3),586,661,661.0,30.0 + 15.0 + 30.0
13,0,target,103,103,(3;1;6),WS 1 (Port 1),616,716,716.0,30.0 + 30.0 + 30.0 + 10.0
14,0,return,103,103,WS 1 (Port 1),(0;1;2),720,795,795.0,30.0 + 15.0 + 30.0
15,1,target,62,62,(2;1;2),WS 1 (Port 2),641,736,736.0,30.0 + 25.0 + 30.0 + 10.0
16,1,return,62,62,WS 1 (Port 2),(0;1;1),742,825,825.0,30.0 + 23.0 + 30.0
17,2,reshuffle,78,56,(1;6;2),(0;1;0),691,855,855.0,30.0 + 104.0 + 30.0
18,0,target,56,56,(1;6;3),WS 1 (Port 1),825,940,940.0,30.0 + 45.0 + 30.0 + 10.0
19,0,return,56,56,WS 1 (Port 1),(1;0;1),944,1019,1019.0,30.0 + 15.0 + 30.0
20,1,target,58,58,(1;8;3),WS 1 (Port 1),865,990,990.0,30.0 + 55.0 + 30.0 + 10.0
21,1,return,58,58,WS 1 (Port 1),(1;0;0),998,1073,1073.0,30.0 + 15.0 + 30.0
22,2,target,37,37,(3;9;1),WS 1 (Port 1),910,1050,1050.0,30.0 + 70.0 + 30.0 + 10.0
23,0,return,37,37,WS 1 (Port 1),(0;2;5),1052,1132,1132.0,30.0 + 20.0 + 30.0
24,2,target,36,36,(3;8;1),WS 1 (Port 1),1105,1240,1240.0,30.0 + 65.0 + 30.0 + 10.0
25,0,return,36,36,WS 1 (Port 1),(0;2;4),1248,1328,1328.0,30.0 + 20.0 + 30.0
26,1,target,33,33,(3;5;1),WS 1 (Port 2),1108,1228,1228.0,30.0 + 50.0 + 30.0 + 10.0
27,1,return,33,33,WS 1 (Port 2),(0;2;3),1232,1358,1358.0,30.0 + 66.0 + 30.0
28,2,target,35,35,(3;7;1),WS 1 (Port 1),1290,1420,1420.0,30.0 + 60.0 + 30.0 + 10.0
29,0,return,35,35,WS 1 (Port 1),(0;2;2),1428,1508,1508.0,30.0 + 20.0 + 30.0
30,1,target,34,34,(3;6;1),WS 1 (Port 1),1393,1518,1518.0,30.0 + 55.0 + 30.0 + 10.0
31,1,return,34,34,WS 1 (Port 1),(0;2;1),1526,1606,1606.0,30.0 + 20.0 + 30.0
32,2,target,59,59,(1;9;3),WS 1 (Port 1),1470,1600,1600.0,30.0 + 60.0 + 30.0 + 10.0
33,0,return,59,59,WS 1 (Port 1),(0;2;0),1608,1688,1688.0,30.0 + 20.0 + 30.0
