mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,172,172,(2;7;1),WS 2 (Port 1),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,172,172,WS 2 (Port 1),(1;0;1),575,655,655.0,30.0 + 20.0 + 30.0
3,1,reshuffle,150,24,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
4,2,reshuffle,35,24,(1;4;1),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
5,1,target,24,24,(1;4;2),WS 2 (Port 2),115,225,225.0,30.0 + 40.0 + 30.0 + 10.0
6,1,return,24,24,WS 2 (Port 2),(1;0;0),249,685,685.0,30.0 + 376.0 + 30.0
7,2,reshuffle,275,20,(0;4;0),(0;2;2),140,210,210.0,30.0 + 10.0 + 30.0
8,2,reshuffle,184,20,(0;4;1),(0;2;1),220,290,290.0,30.0 + 10.0 + 30.0
9,2,reshuffle,92,20,(0;4;2),(0;2;0),300,370,370.0,30.0 + 10.0 + 30.0
10,2,target,20,20,(0;4;3),WS 2 (Port 2),380,485,485.0,30.0 + 35.0 + 30.0 + 10.0
11,2,return,20,20,WS 2 (Port 2),(1;1;2),489,574,574.0,30.0 + 25.0 + 30.0
