mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,102,31,(2;9;0),(0;2;4),55,160,160.0,30.0 + 45.0 + 30.0
2,1,reshuffle,264,31,(2;9;1),(0;2;3),85,190,190.0,30.0 + 45.0 + 30.0
3,2,target,31,31,(2;9;2),WS 2 (Port 1),115,255,255.0,30.0 + 70.0 + 30.0 + 10.0
4,0,return,31,31,WS 2 (Port 1),(1;0;1),261,341,341.0,30.0 + 20.0 + 30.0
5,1,reshuffle,275,151,(0;4;0),(0;2;2),200,270,270.0,30.0 + 10.0 + 30.0
6,1,reshuffle,184,151,(0;4;1),(0;2;1),280,350,350.0,30.0 + 10.0 + 30.0
7,2,reshuffle,92,151,(0;4;2),(0;2;0),310,380,380.0,30.0 + 10.0 + 30.0
8,1,reshuffle,20,151,(0;4;3),(0;3;2),360,425,425.0,30.0 + 5.0 + 30.0
9,0,reshuffle,354,151,(0;4;4),(0;3;1),390,455,455.0,30.0 + 5.0 + 30.0
10,2,reshuffle,339,151,(0;4;5),(0;3;0),420,485,485.0,30.0 + 5.0 + 30.0
11,1,target,151,151,(0;4;6),WS 2 (Port 1),450,555,555.0,30.0 + 35.0 + 30.0 + 10.0
12,0,return,151,151,WS 2 (Port 1),(1;0;0),565,645,645.0,30.0 + 20.0 + 30.0
13,2,reshuffle,339,103,(0;3;0),(0;4;6),485,550,550.0,30.0 + 5.0 + 30.0
14,2,reshuffle,354,103,(0;3;1),(0;4;5),555,620,620.0,30.0 + 5.0 + 30.0
15,1,reshuffle,20,103,(0;3;2),(0;4;4),585,650,650.0,30.0 + 5.0 + 30.0
16,2,reshuffle,52,103,(0;3;3),(0;4;3),625,690,690.0,30.0 + 5.0 + 30.0
17,1,reshuffle,371,103,(0;3;4),(0;4;2),655,720,720.0,30.0 + 5.0 + 30.0
18,0,reshuffle,146,103,(0;3;5),(0;4;1),685,750,750.0,30.0 + 5.0 + 30.0
19,2,target,103,103,(0;3;6),WS 2 (Port 1),715,815,815.0,30.0 + 30.0 + 30.0 + 10.0
20,0,return,103,103,WS 2 (Port 1),(1;1;2),819,904,904.0,30.0 + 25.0 + 30.0
