mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,308,159,(5;8;2),(0;2;4),65,180,180.0,30.0 + 55.0 + 30.0
2,1,reshuffle,366,159,(5;8;3),(0;2;3),95,210,210.0,30.0 + 55.0 + 30.0
3,2,reshuffle,160,159,(5;8;4),(0;2;2),125,240,240.0,30.0 + 55.0 + 30.0
4,0,reshuffle,254,159,(5;8;5),(0;3;2),235,345,345.0,30.0 + 50.0 + 30.0
5,1,reshuffle,158,159,(5;8;6),(0;3;1),265,375,375.0,30.0 + 50.0 + 30.0
6,2,target,159,159,(5;8;7),WS 2 (Port 1),295,445,445.0,30.0 + 80.0 + 30.0 + 10.0
7,0,return,159,159,WS 2 (Port 1),(1;0;1),453,533,533.0,30.0 + 20.0 + 30.0
8,1,target,160,160,(0;2;2),WS 2 (Port 2),380,475,475.0,30.0 + 25.0 + 30.0 + 10.0
9,1,return,160,160,WS 2 (Port 2),(1;0;0),479,563,563.0,30.0 + 24.0 + 30.0
10,2,reshuffle,279,126,(4;9;0),(0;2;2),515,630,630.0,30.0 + 55.0 + 30.0
11,0,reshuffle,309,126,(4;9;1),(0;2;1),593,708,708.0,30.0 + 55.0 + 30.0
12,1,target,126,126,(4;9;2),WS 2 (Port 1),623,773,773.0,30.0 + 80.0 + 30.0 + 10.0
13,0,return,126,126,WS 2 (Port 1),(0;2;0),787,872,872.0,30.0 + 25.0 + 30.0
14,2,reshuffle,51,157,(5;0;2),(0;6;6),665,780,780.0,30.0 + 55.0 + 30.0
15,1,reshuffle,228,157,(5;0;3),(0;6;5),803,918,918.0,30.0 + 55.0 + 30.0
16,2,reshuffle,353,157,(5;0;4),(0;6;4),835,950,950.0,30.0 + 55.0 + 30.0
17,0,reshuffle,96,157,(5;0;5),(0;6;3),907,1022,1022.0,30.0 + 55.0 + 30.0
18,1,reshuffle,365,157,(5;0;6),(0;6;2),973,1088,1088.0,30.0 + 55.0 + 30.0
19,2,target,157,157,(5;0;7),WS 2 (Port 1),1005,1115,1115.0,30.0 + 40.0 + 30.0 + 10.0
20,0,return,157,157,WS 2 (Port 1),(1;1;2),1117,1202,1202.0,30.0 + 25.0 + 30.0
21,1,target,158,158,(0;3;1),WS 2 (Port 1),1103,1203,1203.0,30.0 + 30.0 + 30.0 + 10.0
22,1,return,158,158,WS 2 (Port 1),(1;1;1),1211,1296,1296.0,30.0 + 25.0 + 30.0
