mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,35,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,target,35,35,(1;4;1),WS 1 (Port 1),55,160,160.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,35,35,WS 1 (Port 1),(1;0;1),168,243,243.0,30.0 + 15.0 + 30.0
4,2,target,36,36,(1;9;0),WS 1 (Port 2),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
5,1,return,36,36,WS 1 (Port 2),(1;0;0),188,273,273.0,30.0 + 25.0 + 30.0
6,2,target,40,40,(1;1;3),WS 1 (Port 1),190,280,280.0,30.0 + 20.0 + 30.0 + 10.0
7,0,return,40,40,WS 1 (Port 1),(0;2;3),288,368,368.0,30.0 + 20.0 + 30.0
8,1,target,44,44,(2;1;2),WS 1 (Port 1),283,378,378.0,30.0 + 25.0 + 30.0 + 10.0
9,1,return,44,44,WS 1 (Port 1),(0;2;2),386,466,466.0,30.0 + 20.0 + 30.0
10,2,target,45,45,(5;2;5),WS 1 (Port 1),315,430,430.0,30.0 + 45.0 + 30.0 + 10.0
11,0,return,45,45,WS 1 (Port 1),(0;2;1),438,518,518.0,30.0 + 20.0 + 30.0
12,2,target,46,46,(5;9;4),WS 1 (Port 1),500,650,650.0,30.0 + 80.0 + 30.0 + 10.0
13,0,return,46,46,WS 1 (Port 1),(0;2;0),658,738,738.0,30.0 + 20.0 + 30.0
14,1,target,47,47,(1;6;5),WS 1 (Port 2),491,606,606.0,30.0 + 45.0 + 30.0 + 10.0
15,1,return,47,47,WS 1 (Port 2),(1;1;3),614,694,694.0,30.0 + 20.0 + 30.0
16,2,target,51,51,(5;0;2),WS 1 (Port 1),675,780,780.0,30.0 + 35.0 + 30.0 + 10.0
17,0,return,51,51,WS 1 (Port 1),(1;1;2),788,868,868.0,30.0 + 20.0 + 30.0
18,1,target,189,189,(0;5;0),WS 1 (Port 2),719,824,824.0,30.0 + 35.0 + 30.0 + 10.0
19,1,return,189,189,WS 1 (Port 2),(1;1;1),832,912,912.0,30.0 + 20.0 + 30.0
