mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,56,56,(0;0;0),WS 2 (Port 1),0,85,85.0,30.0 + 15.0 + 30.0 + 10.0
2,0,return,56,56,WS 2 (Port 1),(0;0;0),89,164,164.0,30.0 + 15.0 + 30.0
3,1,target,57,57,(4;7;1),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
4,0,return,57,57,WS 2 (Port 1),(1;0;1),203,283,283.0,30.0 + 20.0 + 30.0
5,2,target,71,71,(2;10;5),WS 2 (Port 2),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
6,1,return,71,71,WS 2 (Port 2),(1;0;0),213,313,313.0,30.0 + 40.0 + 30.0
7,2,target,83,83,(2;6;1),WS 2 (Port 1),250,375,375.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,83,83,WS 2 (Port 1),(0;2;4),383,468,468.0,30.0 + 25.0 + 30.0
9,1,target,87,87,(4;3;0),WS 2 (Port 1),343,463,463.0,30.0 + 50.0 + 30.0 + 10.0
10,1,return,87,87,WS 2 (Port 1),(0;2;3),465,550,550.0,30.0 + 25.0 + 30.0
