mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,17,105,(1;4;1),(0;0;7),25,110,110.0,30.0 + 25.0 + 30.0
2,1,reshuffle,39,105,(1;4;2),(0;0;6),55,140,140.0,30.0 + 25.0 + 30.0
3,2,reshuffle,61,105,(1;4;3),(0;0;5),85,170,170.0,30.0 + 25.0 + 30.0
4,0,reshuffle,83,105,(1;4;4),(0;0;4),135,220,220.0,30.0 + 25.0 + 30.0
5,1,target,105,105,(1;4;5),WS 1 (Port 1),165,270,270.0,30.0 + 35.0 + 30.0 + 10.0
6,0,return,105,105,WS 1 (Port 1),(0;1;7),278,353,353.0,30.0 + 15.0 + 30.0
7,2,reshuffle,16,82,(1;5;1),(0;1;6),200,383,383.0,30.0 + 123.0 + 30.0
8,1,reshuffle,38,82,(1;5;2),(0;1;5),300,413,413.0,30.0 + 53.0 + 30.0
9,0,reshuffle,60,82,(1;5;3),(0;1;4),378,463,463.0,30.0 + 25.0 + 30.0
10,2,target,82,82,(1;5;4),WS 1 (Port 1),408,518,518.0,30.0 + 40.0 + 30.0 + 10.0
11,0,return,82,82,WS 1 (Port 1),(0;1;3),524,599,599.0,30.0 + 15.0 + 30.0
12,1,target,83,83,(0;0;4),WS 1 (Port 2),418,498,498.0,30.0 + 10.0 + 30.0 + 10.0
13,1,return,83,83,WS 1 (Port 2),(0;0;4),506,576,576.0,30.0 + 10.0 + 30.0
14,2,reshuffle,18,84,(1;3;1),(0;0;3),538,618,618.0,30.0 + 20.0 + 30.0
15,1,reshuffle,40,84,(1;3;2),(0;0;2),596,676,676.0,30.0 + 20.0 + 30.0
16,0,reshuffle,62,84,(1;3;3),(0;0;1),626,706,706.0,30.0 + 20.0 + 30.0
17,2,target,84,84,(1;3;4),WS 1 (Port 1),656,756,756.0,30.0 + 30.0 + 30.0 + 10.0
18,0,return,84,84,WS 1 (Port 1),(0;0;0),760,830,830.0,30.0 + 10.0 + 30.0
19,1,target,12,12,(1;9;1),WS 2 (Port 1),726,861,861.0,30.0 + 65.0 + 30.0 + 10.0
20,0,return,12,12,WS 2 (Port 1),(0;1;2),887,967,967.0,30.0 + 20.0 + 30.0
