mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,27,27,(5;3;0),WS 1 (Port 1),40,160,160.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,27,27,WS 1 (Port 1),(1;0;1),168,243,243.0,30.0 + 15.0 + 30.0
3,1,target,44,44,(2;1;2),WS 1 (Port 2),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
4,1,return,44,44,WS 1 (Port 2),(1;0;0),118,273,273.0,30.0 + 95.0 + 30.0
5,2,target,56,56,(0;0;0),WS 1 (Port 3),0,80,80.0,30.0 + 10.0 + 30.0 + 10.0
6,2,return,56,56,WS 1 (Port 3),(0;0;0),88,158,158.0,30.0 + 10.0 + 30.0
7,2,target,128,128,(3;4;4),WS 1 (Port 1),193,308,308.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,128,128,WS 1 (Port 1),(0;2;4),316,396,396.0,30.0 + 20.0 + 30.0
9,1,target,134,134,(1;3;5),WS 1 (Port 1),288,388,388.0,30.0 + 30.0 + 30.0 + 10.0
10,1,return,134,134,WS 1 (Port 1),(0;2;3),404,484,484.0,30.0 + 20.0 + 30.0
11,2,target,150,150,(1;4;0),WS 1 (Port 2),333,438,438.0,30.0 + 35.0 + 30.0 + 10.0
12,0,return,150,150,WS 1 (Port 2),(0;2;2),446,526,526.0,30.0 + 20.0 + 30.0
13,2,target,234,234,(0;7;3),WS 1 (Port 1),473,588,588.0,30.0 + 45.0 + 30.0 + 10.0
14,0,return,234,234,WS 1 (Port 1),(0;2;1),596,676,676.0,30.0 + 20.0 + 30.0
15,1,target,193,193,(1;5;0),WS 1 (Port 2),504,614,614.0,30.0 + 40.0 + 30.0 + 10.0
16,1,return,193,193,WS 1 (Port 2),(0;2;0),622,706,706.0,30.0 + 24.0 + 30.0
17,2,target,183,183,(3;5;2),WS 1 (Port 1),628,748,748.0,30.0 + 50.0 + 30.0 + 10.0
18,0,return,183,183,WS 1 (Port 1),(1;1;2),756,836,836.0,30.0 + 20.0 + 30.0
19,1,target,23,23,(4;5;0),WS 1 (Port 1),741,866,866.0,30.0 + 55.0 + 30.0 + 10.0
20,0,return,23,23,WS 1 (Port 1),(1;1;1),878,958,958.0,30.0 + 20.0 + 30.0
