mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,377,7,(2;4;3),(0;2;4),30,110,110.0,30.0 + 20.0 + 30.0
2,1,reshuffle,119,7,(2;4;4),(0;2;3),60,140,140.0,30.0 + 20.0 + 30.0
3,2,reshuffle,185,7,(2;4;5),(0;2;2),90,170,170.0,30.0 + 20.0 + 30.0
4,0,reshuffle,117,7,(2;4;6),(0;2;1),130,210,210.0,30.0 + 20.0 + 30.0
5,1,target,7,7,(2;4;7),WS 1 (Port 1),160,270,270.0,30.0 + 40.0 + 30.0 + 10.0
6,0,return,7,7,WS 1 (Port 1),(1;0;1),274,349,349.0,30.0 + 15.0 + 30.0
7,2,reshuffle,183,0,(3;5;2),(0;2;0),200,290,290.0,30.0 + 30.0 + 30.0
8,1,reshuffle,98,0,(3;5;3),(0;3;2),310,395,395.0,30.0 + 25.0 + 30.0
9,2,reshuffle,224,0,(3;5;4),(0;3;1),340,425,425.0,30.0 + 25.0 + 30.0
10,0,target,0,0,(3;5;5),WS 1 (Port 1),384,504,504.0,30.0 + 50.0 + 30.0 + 10.0
11,0,return,0,0,WS 1 (Port 1),(1;0;0),508,583,583.0,30.0 + 15.0 + 30.0
12,1,reshuffle,110,19,(3;3;2),(0;3;0),410,485,485.0,30.0 + 15.0 + 30.0
13,2,reshuffle,364,19,(3;3;3),(0;6;6),440,530,530.0,30.0 + 30.0 + 30.0
14,1,reshuffle,129,19,(3;3;4),(0;6;5),500,590,590.0,30.0 + 30.0 + 30.0
15,2,reshuffle,330,19,(3;3;5),(0;6;4),560,650,650.0,30.0 + 30.0 + 30.0
16,0,target,19,19,(3;3;6),WS 1 (Port 1),608,718,718.0,30.0 + 40.0 + 30.0 + 10.0
17,0,return,19,19,WS 1 (Port 1),(1;1;2),722,802,802.0,30.0 + 20.0 + 30.0
18,1,target,23,23,(4;5;0),WS 1 (Port 2),615,740,740.0,30.0 + 55.0 + 30.0 + 10.0
19,1,return,23,23,WS 1 (Port 2),(1;1;1),744,832,832.0,30.0 + 28.0 + 30.0
20,2,reshuffle,150,24,(1;4;0),(0;6;3),665,740,740.0,30.0 + 15.0 + 30.0
21,2,reshuffle,35,24,(1;4;1),(0;6;2),755,830,830.0,30.0 + 15.0 + 30.0
22,0,target,24,24,(1;4;2),WS 1 (Port 1),817,922,922.0,30.0 + 35.0 + 30.0 + 10.0
23,0,return,24,24,WS 1 (Port 1),(1;1;0),926,1006,1006.0,30.0 + 20.0 + 30.0
24,2,target,36,36,(1;9;0),WS 1 (Port 1),850,980,980.0,30.0 + 60.0 + 30.0 + 10.0
25,1,return,36,36,WS 1 (Port 1),(2;0;0),984,1064,1064.0,30.0 + 20.0 + 30.0
26,2,target,51,51,(5;0;2),WS 1 (Port 1),1005,1110,1110.0,30.0 + 35.0 + 30.0 + 10.0
27,0,return,51,51,WS 1 (Port 1),(1;2;3),1114,1199,1199.0,30.0 + 25.0 + 30.0
28,1,target,59,59,(4;0;6),WS 1 (Port 1),1074,1174,1174.0,30.0 + 30.0 + 30.0 + 10.0
29,1,return,59,59,WS 1 (Port 1),(1;2;2),1178,1263,1263.0,30.0 + 25.0 + 30.0
30,2,reshuffle,198,68,(5;4;5),(0;6;1),1155,1250,1250.0,30.0 + 35.0 + 30.0
31,0,reshuffle,72,68,(5;4;6),(0;6;0),1229,1324,1324.0,30.0 + 35.0 + 30.0
32,2,target,68,68,(5;4;7),WS 1 (Port 1),1285,1410,1410.0,30.0 + 55.0 + 30.0 + 10.0
33,0,return,68,68,WS 1 (Port 1),(1;2;1),1414,1499,1499.0,30.0 + 25.0 + 30.0
34,1,reshuffle,22,70,(5;1;4),(0;7;2),1288,1403,1403.0,30.0 + 55.0 + 30.0
35,2,reshuffle,138,70,(5;1;5),(0;7;1),1440,1555,1555.0,30.0 + 55.0 + 30.0
36,1,target,70,70,(5;1;6),WS 1 (Port 1),1470,1580,1580.0,30.0 + 40.0 + 30.0 + 10.0
37,0,return,70,70,WS 1 (Port 1),(1;2;0),1584,1669,1669.0,30.0 + 25.0 + 30.0
