mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,18,128,(1;3;1),(0;0;7),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,40,128,(1;3;2),(0;0;6),50,130,130.0,30.0 + 20.0 + 30.0
3,2,reshuffle,62,128,(1;3;3),(0;0;5),80,160,160.0,30.0 + 20.0 + 30.0
4,0,reshuffle,84,128,(1;3;4),(0;0;4),120,200,200.0,30.0 + 20.0 + 30.0
5,1,reshuffle,106,128,(1;3;5),(0;0;3),150,230,230.0,30.0 + 20.0 + 30.0
6,2,target,128,128,(1;3;6),WS 2 (Port 1),180,285,285.0,30.0 + 35.0 + 30.0 + 10.0
7,0,return,128,128,WS 2 (Port 1),(0;0;2),293,368,368.0,30.0 + 15.0 + 30.0
8,1,target,160,160,(4;4;1),WS 2 (Port 1),270,395,395.0,30.0 + 55.0 + 30.0 + 10.0
9,0,return,160,160,WS 2 (Port 1),(0;0;1),403,478,478.0,30.0 + 15.0 + 30.0
10,2,target,161,161,(4;3;1),WS 2 (Port 1),325,445,445.0,30.0 + 50.0 + 30.0 + 10.0
11,1,return,161,161,WS 2 (Port 1),(0;0;0),453,528,528.0,30.0 + 15.0 + 30.0
12,2,target,162,162,(4;2;1),WS 2 (Port 1),480,595,595.0,30.0 + 45.0 + 30.0 + 10.0
13,0,return,162,162,WS 2 (Port 1),(0;1;7),603,683,683.0,30.0 + 20.0 + 30.0
14,1,target,163,163,(4;1;1),WS 2 (Port 1),553,663,663.0,30.0 + 40.0 + 30.0 + 10.0
15,1,return,163,163,WS 2 (Port 1),(0;1;6),667,747,747.0,30.0 + 20.0 + 30.0
16,2,target,164,164,(4;0;1),WS 2 (Port 1),620,725,725.0,30.0 + 35.0 + 30.0 + 10.0
17,0,return,164,164,WS 2 (Port 1),(0;1;5),733,813,813.0,30.0 + 20.0 + 30.0
