mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,134,164,(1;3;5),(0;2;4),20,90,90.0,30.0 + 10.0 + 30.0
2,1,reshuffle,1,164,(1;3;6),(0;2;3),50,120,120.0,30.0 + 10.0 + 30.0
3,2,target,164,164,(1;3;7),WS 1 (Port 1),80,180,180.0,30.0 + 30.0 + 30.0 + 10.0
4,0,return,164,164,WS 1 (Port 1),(1;0;1),188,263,263.0,30.0 + 15.0 + 30.0
5,1,target,79,79,(2;0;1),WS 1 (Port 1),140,230,230.0,30.0 + 20.0 + 30.0 + 10.0
6,1,return,79,79,WS 1 (Port 1),(1;0;0),250,325,325.0,30.0 + 15.0 + 30.0
7,2,reshuffle,308,160,(5;8;2),(0;2;2),245,360,360.0,30.0 + 55.0 + 30.0
8,0,reshuffle,366,160,(5;8;3),(0;2;1),323,438,438.0,30.0 + 55.0 + 30.0
9,1,target,160,160,(5;8;4),WS 1 (Port 1),385,530,530.0,30.0 + 75.0 + 30.0 + 10.0
10,0,return,160,160,WS 1 (Port 1),(0;2;0),534,614,614.0,30.0 + 20.0 + 30.0
11,2,reshuffle,47,161,(1;6;5),(0;3;2),385,465,465.0,30.0 + 20.0 + 30.0
12,2,target,161,161,(1;6;6),WS 1 (Port 1),485,600,600.0,30.0 + 45.0 + 30.0 + 10.0
13,1,return,161,161,WS 1 (Port 1),(1;1;2),608,688,688.0,30.0 + 20.0 + 30.0
